name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu
Le Monde Steak - Hoàng Cầu,100000 - 200000,7.4,Quán ăn,"25 Hoàng Cầu, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",57,"Thịt Bò, Beefsteak - Bò né, Salad, Fastfood - Thức ăn nhanh", 11:00 - 14:30 | 17:00 - 22:00,1,0,1,thịt bò bEfsteak bò né salad fastfOd thức ăn nhanh thịt bò befsteak bò né salad fastfod thức ăn nhanh steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leousa bef steak gr steak bò mỹ gr usa bef steak gr steak bò mỹ gr salmon with spicy orange saucepepsi,100000,200000,150000.0,thịt bò bEfsteak bò né salad fastfOd thức ăn nhanh steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leousa bEf steak gr steak bò mỹ gr usa bEf steak gr steak bò mỹ gr salmon with spicy orange saucepepsi
Gạch Quán - Bánh Tráng Cuốn Thịt Heo,10000 - 50000,7.6,Quán ăn,"6C Ngõ 21 Phạm Ngọc Thạch, P. Kim Liên, Quận Đống Đa, Hà Nội",103,"Bánh tráng, Bún, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,1,0,1,bánh tráng bún ăn vặt ăn nhẹ bánh tráng bún ăn vặt ăn nhẹ bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo luộc pepsi hoặc nước khác pepsico lẻbún trộn thịt heo luộc chả ram tôm đất bình định pepsi pepsi lẻbún trộn thịt heo luộc chả ram tôm đất bình định pepsi bún trộn thịt heo luộc pepsi hoặc nước khác combo bún trộn mắm nêm thịt heo quay cocacolacombo bún trộn mắm nêm thịt heo quay cocacola,10000,50000,30000.0,bánh tráng bún ăn vặt ăn nhẹ bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo luộc pepsi hoặc nước khác pepsico lẻbún trộn thịt heo luộc chả ram tôm đất bình định pepsi pepsi lẻbún trộn thịt heo luộc chả ram tôm đất bình định pepsi bún trộn thịt heo luộc pepsi hoặc nước khác combo bún trộn mắm nêm thịt heo quay cocacolacombo bún trộn mắm nêm thịt heo quay cocacola
Tomato - Hải Sản Tươi Sống - Nguyễn Thị Định,50000 - 165000,6.9,Nhà hàng,"33 Nguyễn Thị Định, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",57,Hải sản, 07:00 - 23:00,1,0,1,hải sản nan,50000,165000,107500.0,nan
Mỳ Vằn Thắn - Hảo Hảo,55000 - 55000,1.0,Quán ăn,"2 Ngõ 34 Xuân La, P. Xuân La, Quận Tây Hồ, Hà Nội",1,"Bún, Mì", 06:00 - 13:00,0,0,0,bún mì bún mì mì vằn thắn đặc biệtmỳ vằn thắn trộnbún thangsủi cảo không mỳsủi cảo nước sủi hấp sủi cảo chiên chiếcsủi cảo luộc chiếc,55000,55000,55000.0,bún mì mì vằn thắn đặc biệtmỳ vằn thắn trộnbún thangsủi cảo không mỳsủi cảo nước sủi hấp sủi cảo chiên chiếcsủi cảo luộc chiếc
"Hoa Đại Quán - Cơm Văn Phòng, Fastfood & Coffee",18000 - 70000,7.4,"Café/Dessert, Quán ăn, Giao cơm văn phòng","20 Ngõ 165 Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",94,"Cơm Chiên, Thịt Bò, Hải sản, Bào Ngư, Sườn nướng, Cá, Mực, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh", 08:00 - 20:30,1,0,1,cơm chiên thịt bò hải sản bào ngư sườn nướng cá mực cơm văn phòng cơm fastfOd thức ăn nhanh cơm chiên thịt bò hải sản bào ngư sườn nướng cá mực cơm văn phòng cơm fastfod thức ăn nhanh mì ý sốt bò bămỳ xào bòmỳ ý sốt gà nấmcơm rang dưa bòcơm thịt ba chỉ rim tômcơm gà ngũ vịvp cơm bò xào cayvp cơm bò hầm khoaivp cơm thịt nướng mỡ hànhvp cơm cá basa kho thịt,18000,70000,44000.0,cơm chiên thịt bò hải sản bào ngư sườn nướng cá mực cơm văn phòng cơm fastfOd thức ăn nhanh mì ý sốt bò băMỳ xào bòmỳ ý sốt gà nấmcơm rang dưa bòcơm thịt ba chỉ rim tômcơm gà ngũ vịvp cơm bò xào cayvp cơm bò hầm khoaivp cơm thịt nướng mỡ hànhvp cơm cá basa kho thịt
"Lutulata - Bún Bò Huế, Cơm Gà & Cơm Sườn",25000 - 115000,9.3,Quán ăn,"54 Hoàng Ngọc Phách, P. Láng Hạ, Quận Đống Đa, Hà Nội",24,"Bún, Món nước, Cơm", 07:00 - 23:00,0,0,0,bún món nước cơm bún món nước cơm bún bò huế đặc biệtcơm gà hội ancơm tấm sườn bì trứng ốpcơm gà ta nướng mật ongnem lụi sả set chiếc bánh bột lọc set chiếc bánh ram ít set chiếc chân gà rút xương sốt đặc biệtnộm tôm bòchè khúc bạch,25000,115000,70000.0,bún món nước cơm bún bò huế đặc biệtcơm gà hội ancơm tấm sườn bì trứng ốpcơm gà ta nướng mật ongnem lụi sả set chiếc bánh bột lọc set chiếc bánh ram ít set chiếc chân gà rút xương sốt đặc biệtnộm tôm bòchè khúc bạch
Maian Bakers - Hoàng Đạo Thúy,10000 - 400000,6.7,Tiệm bánh,"Tầng 1, 34T Hoàng Đạo Thúy, Quận Cầu Giấy, Hà Nội",5,"Bánh sinh nhật/Bánh kem, Bánh - Kẹo", 06:30 - 22:30,1,0,0,bánh sinh nhật bánh kem bánh kẹo nan,10000,400000,205000.0,nan
Xôi Vân - KCN Hoàng Mai,25000 - 35000,7.0,Quán ăn,"Lô 6 - 9A Khu Công Nghiệp Hoàng Mai, P. Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",9,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cơm", 06:00 - 13:00 | 16:00 - 20:00,0,0,0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ cơm bánh mì xôi bánh kẹo ăn vặt ăn nhẹ cơm lavie,25000,35000,30000.0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ cơm lavie
Nàng Hương - Ăn Vặt Online,25000 - 80000,7.8,Shop Online,"23 Ngách 139/49 Tam Trinh, P. Mai Động, Quận Hoàng Mai, Hà Nội",1,"Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,ăn vặt ăn nhẹ cơm ăn vặt ăn nhẹ cơm nem chua ránhotdog xúc xích phomaiphomai quebánh gàgà xào cay phomaikhoai tây chiên lắc phomaitok lắc phomaixúc xích ráncombo vui vẻkhoai lang kén,25000,80000,52500.0,ăn vặt ăn nhẹ cơm nem chua ránhotdog xúc xích phomaiphomai quebánh gàgà xào cay phomaikhoai tây chiên lắc phomaitok lắc phomaixúc xích ráncombo vui vẻkhoai lang kén
Paris Baguette - Vincom Metropolis,100000 - 300000,6.8,Tiệm bánh,"B1-K4, Vincom Center Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",6,"Donut, Bánh - Kẹo, Salad", 09:00 - 22:00,1,0,1,donut bánh kẹo salad donut bánh kẹo salad ham chese pastry wrap sandwicheg bacon chese holichili mayo chicken sandwichspicy chicken and avocado saladhawaian saladham chese croisant sandwichcranbery chicken pastry sandwichtomato chese croisant sandwichganache cream piece cakeblack foret noire short,100000,300000,200000.0,donut bánh kẹo salad ham chEse pastry wrap sandwicheG bacon chEse holiChili mayo chicken sandwichspicy chicken and avocado saladhawaIan saladham chEse croiSant sandwichcranbeRy chicken pastry sandwichtomato chEse croiSant sandwichganache cream piece cakeblack foret noire short
Bún Cá Chấm Hạnh Béo - Duy Tân,35000 - 45000,1.0,Quán ăn,"2 Ngách 8 Ngõ 76 Duy Tân, Quận Cầu Giấy, Hà Nội",1,"Món nước, Cơm", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,món nước cơm món nước cơm bún cá chấmbún cá chấm đặc biệt cá giòn chả cá sụn cá ăn thêmbún thêmchả cá sụn,35000,45000,40000.0,món nước cơm bún cá chấmbún cá chấm đặc biệt cá giòn chả cá sụn cá ăn thêmbún thêmchả cá sụn
Yakimono - Nướng Nhật Bản - Trần Bình,99000 - 199000,5.6,Nhà hàng,"170 Trần Bình, Quận Nam Từ Liêm, Hà Nội",45,Lẩu, 08:00 - 22:00,1,0,1,lẩu nan,99000,199000,149000.0,nan
Phở Bò 111,25000 - 55000,7.8,Quán ăn,"111 Cầu Giấy, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",8,"Phở, Thịt Bò, Món nước", 07:00 - 22:00,0,0,0,phở thịt bò món nước nan,25000,55000,40000.0,nan
Bún Cá Cầu Giấy,25000 - 30000,6.5,Quán ăn,"Đầu Ngõ 58 Nguyễn Khánh Toàn, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",14,"Phở, Bánh Đa Cua, Bún, Hải sản, Món nước, Cá, Miến", 08:00 - 14:00 | 17:30 - 22:00,0,0,0,phở bánh đa cua bún hải sản món nước cá miến phở bánh đa cua bún hải sản món nước cá miến bún cá cocabún cá spritebún cá fantabún thập cẩm fantabún thập cẩm cocabún thập cẩm spritebánh đa trộn fantabánh đa trộn cocabánh đa trộn spritebún cá,25000,30000,27500.0,phở bánh đa cua bún hải sản món nước cá miến bún cá cocabún cá spritebún cá fantabún thập cẩm fantabún thập cẩm cocabún thập cẩm spritebánh đa trộn fantabánh đa trộn cocabánh đa trộn spritebún cá
Cộng Cà Phê - Trần Huy Liệu,25000 - 70000,7.3,Café/Dessert,"101 C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",31,Café - Kem, 07:30 - 23:30,0,0,1,café kem café kem trà phê sữa mật nóng trà quế cốm sữa nóng trà phê sữa mật đá bò khôngô cayhướng dươngbánh sừng bò chấm sữabạc xỉu nóng cà phê nâu nóng bạc xỉu đá,25000,70000,47500.0,café kem trà phê sữa mật nóng trà quế cốm sữa nóng trà phê sữa mật đá bò khôngô cayhướng dươngbánh sừng bò chấm sữabạc xỉu nóng cà phê nâu nóng bạc xỉu đá
Chè Thanh - Vĩnh Hồ,5000 - 40000,8.4,Ăn vặt/vỉa hè,"60 Vĩnh Hồ, Quận Đống Đa, Hà Nội",1,Ăn vặt - Ăn nhẹ, 09:00 - 21:00,0,0,0,ăn vặt ăn nhẹ nan,5000,40000,22500.0,nan
Bánh Xèo - Nghĩa Tân,20000 - 50000,6.3,Quán ăn,"101B A14 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",18,"Bánh - Kẹo, Bánh bèo, Ăn vặt - Ăn nhẹ, Bánh xèo", 15:30 - 22:00 | 10:00 - 14:00,0,0,0,bánh kẹo bánh bèo ăn vặt ăn nhẹ bánh xèo bánh kẹo bánh bèo ăn vặt ăn nhẹ bánh xèo bánh xèo chiecnem lụi chiếcnem lụi chiếcbột lọc chiếcbột lọc chiếc,20000,50000,35000.0,bánh kẹo bánh bèo ăn vặt ăn nhẹ bánh xèo bánh xèo chiecnem lụi chiếcnem lụi chiếcbột lọc chiếcbột lọc chiếc
Ốc Ghẹ Đường Thành,30000 - 61000,7.1,Quán ăn,"39E Đường Thành, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",10,"Cua - Ghẹ, Hải sản, Nghêu - Sò - Ốc ", 15:00 - 22:00,0,0,0,cua ghẹ hải sản nghêu sò ốc cua ghẹ hải sản nghêu sò ốc ngao hấpốc luộc nhỏốc luộc to,30000,61000,45500.0,cua ghẹ hải sản nghêu sò ốc ngao hấpốc luộc nhỏốc luộc to
Cousins - Ẩm Thực Châu Âu - Đào Tấn,50000 - 1000000,7.9,Nhà hàng,"7 Ngõ 58 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội",8,"Thịt Bò, Beefsteak - Bò né, Salad", 11:00 - 15:00 | 17:00 - 22:00,1,0,1,thịt bò bEfsteak bò né salad thịt bò befsteak bò né salad salmon tartarcold cut plateham manchego croquetas viêntomatoes manchego croquetaschese plateveal carpaciofrog legscalamari ring tartar saucehumusaubergine caviar,50000,1000000,525000.0,thịt bò bEfsteak bò né salad salmon tartarcold cut plateham manchego croquetas viêntomatoes manchego croquetaschEse plateveal carpaCiofrog legscalamari ring tartar saucehuMusaubergine caviar
Xôi Ngon U Tuyết,25000 - 30000,6.6,Quán ăn,"19b Ngõ 4, Phố Ao Sen, P. Mộ Lao, Quận Hà Đông, Hà Nội",6,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:30 - 21:30,0,0,0,xôi ăn vặt ăn nhẹ cơm xôi ăn vặt ăn nhẹ cơm xôi thập cẩm cocaxôi thịt kho chả cocaxôi gà xả ớt cocaxôi thập cẩmxôi thịt kho chảxôi trứng thịt khoxôi gà xả ớtxôi trứng thịt bămxôi trứng gà xả ớtxôi gà xào nấm,25000,30000,27500.0,xôi ăn vặt ăn nhẹ cơm xôi thập cẩm cocaxôi thịt kho chả cocaxôi gà xả ớt cocaxôi thập cẩmxôi thịt kho chảxôi trứng thịt khoxôi gà xả ớtxôi trứng thịt bămxôi trứng gà xả ớtxôi gà xào nấm
KOI Thé - Royal City,40000 - 60000,7.8,Café/Dessert,"B1-R3-K4B, Vincom Mega Mall Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",4,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 22:00,1,0,1,trà thức uống trà sữa sữa trà thức uống trà sữa sữa mhot milo o milk teamhot milo o machiatomhot milk teamhot milk tea machiatomhot golden olong teamhot olong milk teamhot brown sugar fresh milkmhot milo o latemhot milo omhot black tea machiato,40000,60000,50000.0,trà thức uống trà sữa sữa mhot milo o milk teamhot milo o maChiatomhot milk teamhot milk tea maChiatomhot golden Olong teamhot Olong milk teamhot brown sugar fresh milkmhot milo o laTemhot milo omhot black tea maChiato
Trà Sữa Nướng Yi He Kao Nai - Trung Kiên,15000 - 50000,9.9,Café/Dessert,"21 Ngách 9 Ngõ 85 Trung Kiên, Quận Bắc Từ Liêm, Hà Nội",20,"Trà, Thức uống, Trà sữa, Sữa", 08:00 - 23:30,1,0,1,trà thức uống trà sữa sữa trà thức uống trà sữa sữa trà sữa trân châu đường đen mtrà sữa trân châu đường đen lsữa tươi trân châu đường đen msữa tươi trân châu đường đen lcombo kcombo ktrà sữa nướng yi he kao nai size mtrà sữa nướng yi he kao nai size ltrà sữa trân châu truyền thống mtrà sữa trân châu truyền thống l,15000,50000,32500.0,trà thức uống trà sữa sữa trà sữa trân châu đường đen mtrà sữa trân châu đường đen lsữa tươi trân châu đường đen msữa tươi trân châu đường đen lcombo kcombo ktrà sữa nướng yi he kao nai size mtrà sữa nướng yi he kao nai size ltrà sữa trân châu truyền thống mtrà sữa trân châu truyền thống l
Yi He Kao Nai - Trà Sữa Nướng - Hàng Bông,50000 - 80000,5.1,Café/Dessert,"Nhà số 103 Phố Hàng Bông, Quận Hoàn Kiếm, Hà Nội",2,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:30 - 23:00,1,0,1,trà trà chanh sinh tố nước ép thức uống trà sữa trà trà chanh sinh tố nước ép thức uống trà sữa combo trà sữa nướng bánh mì quecombo trà sữa nướng hồng trà sữa nướng bánh mì quecombo trà hoa quả bánh mì món bất kì mục hoa quả combo trà sữa nướng hồng trà sữa nướng trà nhài sữa trà sữa nướng món chưa bao gồm toping hồng trà sữa nướng món chưa bao gồm toping bánh mì quetrà sữa thạch dừatrà sữa pudingtrà sữa đậu đỏ,50000,80000,65000.0,trà trà chanh sinh tố nước ép thức uống trà sữa combo trà sữa nướng bánh mì quecombo trà sữa nướng hồng trà sữa nướng bánh mì quecombo trà hoa quả bánh mì món bất kì mục hoa quả combo trà sữa nướng hồng trà sữa nướng trà nhài sữa trà sữa nướng món chưa bao gồm toPing hồng trà sữa nướng món chưa bao gồm toPing bánh mì quetrà sữa thạch dừatrà sữa puDingtrà sữa đậu đỏ
Cơm Gà Bà Nga,50000 - 150000,5.6,Quán ăn,"SH6 Park 2 Times City, 458 Minh Khai, P. Mai Động, Quận Hoàng Mai, Hà Nội",14,"Thịt Gà, Xôi, Ăn vặt - Ăn nhẹ, Cơm", 08:30 - 22:00,1,0,1,thịt gà xôi ăn vặt ăn nhẹ cơm thịt gà xôi ăn vặt ăn nhẹ cơm combo ngườicombo ngườigỏi đùi gàgỏi gà xégỏi gà xé nửa congỏi gà xé nguyên congỏi chân gà rút xươnglòng mề tràng trứng rimđùi gà chặtgà chặt nửa con,50000,150000,100000.0,thịt gà xôi ăn vặt ăn nhẹ cơm combo ngườicombo ngườigỏi đùi gàgỏi gà xégỏi gà xé nửa congỏi gà xé nguyên congỏi chân gà rút xươnglòng mề tràng trứng rimđùi gà chặtgà chặt nửa con
Pizza Hut - Hồ Tùng Mậu,40000 - 150000,6.0,Nhà hàng,"234 - 236 Hồ Tùng Mậu, Quận Bắc Từ Liêm, Hà Nội",1,"Gà rán, Cơm Chiên, Pizza & Pasta, Cơm, Fastfood - Thức ăn nhanh", 10:00 - 22:00,1,0,1,gà rán cơm chiên piZa pasta cơm fastfOd thức ăn nhanh gà rán cơm chiên piza pasta cơm fastfod thức ăn nhanh piza lẩu hải sản my box k my box k my box k re my box k p my box k piza hải sản xốt pestopiza phô mai cao cấpiza thịt và xúc xíchpiza hawaian,40000,150000,95000.0,gà rán cơm chiên piZa pasta cơm fastfOd thức ăn nhanh piZa lẩu hải sản my box k my box k my box k re my box k p my box k piZa hải sản xốt pestopiZa phô mai cao cấPiZa thịt và xúc xíchpiZa hawaIan
Mì Vằn Thắn Duy Anh,30000 - 55000,7.0,Quán ăn,"Ngõ 98A Trần Hưng Đạo, P. Cửa Nam, Quận Hoàn Kiếm, Hà Nội",59,"Hủ tiếu, Món nước", 16:00 - 22:30,0,0,0,hủ tiếu món nước hủ tiếu món nước mì vằn thắn nướcmì vằn thắn trộnsủi cảohủ tiếu khôhủ tiếu nước,30000,55000,42500.0,hủ tiếu món nước mì vằn thắn nướcmì vằn thắn trộnsủi cảohủ tiếu khôhủ tiếu nước
Bánh Đa Cá Rô Đồng - Mạc Thái Tổ,25000 - 35000,7.4,Quán ăn,"102 Khu TT Địa Chính, Mạc Thái Tổ, Quận Cầu Giấy, Hà Nội",1,Món nước, 06:30 - 21:00,0,0,0,món nước nan,25000,35000,30000.0,nan
Kem Xôi Chè Thái Lan - Giảng Võ,15000 - 30000,6.7,Ăn vặt/vỉa hè,"289 Kim Mã (117 A5 TT Giảng Võ ), P. Giảng Võ, Quận Ba Đình, Hà Nội",137,"Chè, Bánh - Kẹo, Café - Kem, Ăn vặt - Ăn nhẹ, Bánh tằm", 10:00 - 22:00,0,0,0,chè bánh kẹo café kem ăn vặt ăn nhẹ bánh tằm chè bánh kẹo café kem ăn vặt ăn nhẹ bánh tằm chè tháibánh trôi nóng chỉ bán vào mùa đông từ tháng đến tháng kem xôibánh mâychè thái,15000,30000,22500.0,chè bánh kẹo café kem ăn vặt ăn nhẹ bánh tằm chè tháibánh trôi nóng chỉ bán vào mùa đông từ tháng đến tháng kem xôibánh mâychè thái
Giang - Vịt Luộc,50000 - 100000,7.0,Quán ăn,"22 Thanh Hà, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",1,"Cháo, Súp, Thịt Vịt", 11:00 - 14:00,0,0,0,cháo súp thịt vịt cháo súp thịt vịt vịt luộcanh măngcháo vịt,50000,100000,75000.0,cháo súp thịt vịt vịt luộCanh măngcháo vịt
Chị Bích - Xôi Gà & Bánh Mì,10000 - 30000,8.0,Quán ăn,"Cuối Ngõ 46C Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",1,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 14:00,0,0,0,xôi ăn vặt ăn nhẹ nan,10000,30000,20000.0,nan
"Genko Chip - Gà Rán, Bánh Gà & Xôi Gà - Đại Cồ Việt",25000 - 300000,6.7,Ăn vặt/vỉa hè,"25 Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội",13,"Thịt Gà, Gà rán, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Xúc xích, Fastfood - Thức ăn nhanh", 09:30 - 21:00,0,0,0,thịt gà gà rán bánh kẹo ăn vặt ăn nhẹ xúc xích fastfOd thức ăn nhanh nan,25000,300000,162500.0,nan
