name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines 
Cơm Rang Tiểu Minh - Tam Trinh,25.000đ - 40.000đ,1.9                        ,Quán ăn,"18 Tam Trinh (Đối Diện Chợ Mai Động), P. Mai Động, Quận Hoàng Mai, Hà Nội",3,"Phở, Cơm Chiên, Bún, Mì, Cơm", 10:00 - 22:00,0,0,0,"Cơm Rang Thập Cẩm-35,000|Cơm Rang Dưa Bò-35,000|Cơm Rang Cải Bò-35,000|Phở Xào-40,000|Cơm Rang Gà-35,000|Mỳ Xào-40,000|Cơm rang trứng-30,000|Coca Lon-15,000|Bò Húc-20,000|Fanta Lon-15,000"
Bún Bò Huế - Âu Cơ,30.000đ - 60.000đ,7.0                        ,Quán ăn,"69 Ngõ 124 Âu Cơ, P. Tứ Liên, Quận Tây Hồ, Hà Nội",5,"Bún, Món nước", 07:00 - 15:00,0,0,0,"Bún Bò Huế-35,000"
Mai Gia Food - Bánh Cuốn Tôm Thịt - KĐT Xa La,20.000đ - 40.000đ,4.3                        ,Quán ăn,"Ki Ốt 8 Tòa CT2A KĐT Xa La, P. Phúc La, Quận Hà Đông, Hà Nội",4,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 06:00 - 21:00,0,0,0,"Bánh Cuốn Nhân Tôm Thịt-28,000|Bánh Cuốn Nhân Thịt(không Có Tôm)-28,000|Bánh Cuốn Trứng Ốp Nhân Thịt( Không Có Tôm)-17,600|Bánh cuốn trứng ốp không nhân-12,000|Khô Heo Cháy Tỏi Ụt Ịt-32,000|Hành Khô Phi (lạng)-32,000|Khô Gà Cục Tác Lá Chanh-28,000|Bánh Cuốn Chay-16,000|Bánh Cuốn Trứng ốp Nhân Tôm Thịt-17,600|Bánh Cuốn Trứng Cuộn Nhân Tôm Thịt-40,000"
Bún Riêu Cá Trường Sa - Trung Liệt,20.000đ - 50.000đ,6.7                        ,Quán ăn,"43 Trung Liệt, P. Trung Liệt, Quận Đống Đa, Hà Nội",2,"Tôm, Bún, Hải sản, Món nước, Cá, Đặc sản vùng", 07:00 - 22:00,0,0,0,"Bún Thập Cẩm-39,000|Bún Cá-39,000|Bún Hải Sản-39,000|Bánh Đa Hải Sản-39,000|Bánh Đa Cá-39,000|Bún Đặc Biệt-55,000|Bún Cá Giò Tai-39,000|Cá Chiên-39,000|Bún Chả Cá Thác Lác-39,000|Bún Bề Bề-39,000"
Bún Chả Gánh - Nguyễn Hoàng,10.000đ - 45.000đ,9.8                        ,Quán ăn,"75 Nguyễn Hoàng, P. Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",4,"Bún, Ăn vặt - Ăn nhẹ, Nem", 07:00 - 21:00,0,0,0,"Bún Chả + Nem Rán + Coca 300ml-63,000|Bún Chả + Nem Rán + Sprite 300ml-63,000|Bún Chả + Sprite 300ml-54,000|Bún Chả + Coca Lon 320ml-59,000|Bún Chả + 1 Nem Rán + Coca 300ml-63,000|Bún Chả-45,000|Nem Thịt-10,000|Thêm Bún-5,000|Bia Hà Nội Lon-15,000|Coca Lon-15,000"
Phở Gà Bún Thang - Đào Tấn,30.000đ - 55.000đ,5.3                        ,Quán ăn,"58 Đào Tấn, Quận Ba Đình, Hà Nội",4,"Phở, Bún", 05:30 - 13:30 | 17:30 - 21:30,0,0,0,
Ngọc Tuyền - Bún Thang,35.000đ - 66.000đ,6.6                        ,Quán ăn,"58 Đào Tấn, Quận Ba Đình, Hà Nội",4,"Bún, Món nước", 08:00 - 22:30,0,0,0,
King BBQ - Vua Nướng Hàn Quốc - Hồ Gươm Plaza,199.000đ - 329.000đ,6.9                        ,Buffet,"Tầng 1, Hồ Gươm Plaza, Trần Phú, Quận Hà Đông, Hà Nội",42,"Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu", 10:00 - 21:00,1,0,1,"Cơm bò xào trứng lòng đào-55,000|Cơm Bò lúc lắc Hàn Quốc-55,000|Cơm Gà BBQ Hàn Quốc-55,000|Cơm Gà sốt chanh kiểu Thái-55,000|Cơm Bạch Tuộc xào sốt cay-75,000|Gà BBQ Hàn Quốc-65,000"
Muối Tiêu Cafe & Bakery,75.000đ - 150.000đ,6.7                        ,Café/Dessert,"5 Hội Vũ, Quận Hoàn Kiếm, Hà Nội",4,"Café - Kem, Sinh tố - Nước ép, Thức uống", 08:00 - 17:00,0,0,1,
Bánh Mì Phương Anh - Nghĩa Tân,10.000đ - 40.000đ,7.2                        ,"Ăn vặt/vỉa hè, Quán ăn","9 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cá/bò viên", 07:00 - 21:00,0,0,0,"Bánh Mỳ Doner Kebab-25,000|Bánh Mỳ Que-5,000|Bánh Mỳ Pate Thập Cẩm-15,000|Bánh Giò-12,000|Bánh Bao-10,000|Bánh Mỳ Pate Xúc Xích-20,000|Xúc Xích Nướng-10,000|Bánh Mỳ Pate Trứng 1 Quả-15,000|Trứng Ngải Cứu-15,000|Bánh Mỳ Trứng-10,000"
Bánh Bao Nóng Chi Béo - Hàng Bông,6.000đ - 15.000đ,6.2                        ,Ăn vặt/vỉa hè,"184 Hàng Bông, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",6,"Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 08:00 - 20:00,0,0,0,"Bánh Bao Nhân Thịt 2 Trứng Cút-25,000|Bánh Bao Nhân Gà Xào Nấm-30,000|Bánh Bao Xá Xíu Phô Mai-35,000|Bánh Bao Thịt 2 Trứng Cút hộp 5c-120,000|Bánh Bao Gà Nấm hộp 5c-140,000|Bánh Bao Xá Xíu Phô Mai hộp 5c-170,000|Sữa Đậu Nành (Có Đường)-15,000|Bò Húc-20,000|Lavie-10,000|Cocacola-15,000"
Sunrise - BBQ & Hotpot,50.000đ - 250.000đ,7.9                        ,Nhà hàng,"716 Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",5,"Bò nướng, Thịt Bò, Lẩu", 09:00 - 23:00,1,0,1,
BBQ Garden - Phố Huế,200.000đ - 500.000đ,7.1                        ,Nhà hàng,"163 Phố Huế, Quận Hai Bà Trưng, Hà Nội",42,"Thịt Gà, Nấm, Thịt Bò, Hải sản, Thức uống", 09:00 - 22:30,1,0,1,
Sakaku BBQ - Times City,30.000đ - 400.000đ,7.5                        ,Quán ăn,"Tầng Hầm B1 - D3 - 22A, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",2,Lẩu, 09:00 - 21:00,1,0,1,
Cháo Trai - Nguyễn Văn Ngọc,10.000đ - 20.000đ,8.5                        ,Ăn vặt/vỉa hè,"42 Nguyễn Văn Ngọc, P. Cống Vị, Quận Ba Đình, Hà Nội",2,"Xôi, Cháo, Ăn vặt - Ăn nhẹ, Nem", 11:00 - 19:00,0,0,0,"Cháo Trai-18,000|Cháo Sườn Sụn-18,000|Vịt Lộn-7,000|Chè Đỗ Đen-10,000|Trứng Lá Ngải-15,000|Bánh Mì Thịt Xiên-15,000|Cút Lộn-20,000|Nước Mía-10,000"
Ding Tea - Bạch Mai,25.000đ - 60.000đ,6.4                        ,Café/Dessert,"425 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",10,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 23:00,1,0,1,"Dâu sữa-49,000|Xoài sữa-49,000|Đào sữa-49,000|Vải sữa-49,000|Socola-42,000|Matcha-42,000|Khoai môn Latte-52,000|Matcha Latte-52,000|Hồng Trà Latte-42,000|Chocolate Latte-52,000"
Cowboy Jack's Saloon American Dining - Mipec Tower,100.000đ - 200.000đ,7.5                        ,Nhà hàng,"Mipec Tower, 229 Tây Sơn, Quận Đống Đa, Hà Nội",212,"Hamburger, Lẩu, Pizza & Pasta, Salad, Fastfood - Thức ăn nhanh", 10:00 - 20:30,1,0,1,"Cheesy Beef Pizza ( Size M)-295,900|Stuffed Bacon Pizza ( Size M)-273,900|Stuffed Beef Pizza ( Size  M)-273,900|Stuffed Ham & Pineapple ( Size M)-273,900|Stuffed Sausage Pizza ( Size M)-273,900|XÚC XÍCH-33,000|CHEESE-38,500|BACON-49,500|BEEF-55,000|Sốt các loại dùng thêm-33,000"
Pizza Hut - Thái Thịnh,50.000đ - 300.000đ,6.5                        ,Nhà hàng,"152 Thái Thịnh, P. Láng Hạ, Quận Đống Đa, Hà Nội",17,"Cơm Chiên, Pizza & Pasta, Cơm, Xúc xích, Fastfood - Thức ăn nhanh", 07:00 - 22:00,1,0,1,"Pizza Lẩu Hải Sản-129,000|  MY BOX 99K-99,000| MY BOX 129K-129,000|  MY BOX 179K (RE)-179,000|MY BOX 159K-159,000|MY BOX 179K (P)-179,000| Pizza Hải Sản Xốt Pesto-139,000|Pizza Thịt Và Xúc Xích-129,000|Pizza Bò BBQ Xốt Cay Hàn Quốc-119,000|Pizza Hawaiian-119,000"
Tiệm Bánh Nhật Bản Laetitia - Trà Sữa Light Bulb - Nguyễn Hữu Huân,20.000đ - 100.000đ,7.5                        ,Tiệm bánh,"86 Nguyễn Hữu Huân, Quận Hoàn Kiếm, Hà Nội",13,Bánh - Kẹo, 09:00 - 22:00,0,0,0,
Bếp Mẹ Shin - Súp Cua Online - Nguyễn An Ninh,25.000đ - 50.000đ,7.5                        ,Shop Online,"2P9 Ngõ 91 Nguyễn An Ninh, P. Tương Mai, Quận Hoàng Mai, Hà Nội",2,"Chè, Cháo", 10:00 - 22:30,0,0,0,"Siro Mận Hậu 800ml-90,000|Súp Chay Ngô Nấm-20,000|Nước sấu đá-15,000|Súp Cua Đặc Biệt size lớn-68,000|Súp Cua Óc Heo-47,000|Súp Cua-35,000|Súp Cua Bắc Thảo-40,000|Súp Cua Tôm-40,000|Súp Cua Óc Heo Trứng Bắc Thảo-55,000|Súp Cua Thanh Cua-40,000"
Hoa Quả Dầm Chúc Nguyên,20.000đ - 50.000đ,8.6                        ,Ăn vặt/vỉa hè,"54 Phố Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",10,"Chè, Ăn vặt - Ăn nhẹ, Trái cây", 09:00 - 23:30,0,0,0,"Hoa Quả Dầm Sữa Chua-21,000|NEM CHUA RÁN-7,500|Hoa Quả Dầm Caramel-19,000|SỮA CHUA MÍT-19,000|XOÀI LẮC MIỀN TÂY-15,000|XOÀI BAO TỬ SỐT THÁI-17,000|XOÀI CHẤM SỐT THÁI-15,000|BÁNH TRÁNG TRỘN-25,000|CARAMEN MÍT THẬP CẨM-22,000|DỪA DẦM  HẢI PHÒNG ĐB-25,000"
Trà Sữa Tocotoco - AEON Mall Long Biên,25.000đ - 60.000đ,5.7                        ,Café/Dessert,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, P. Long Biên, Quận Long Biên, Hà Nội",20,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,"COMBO TRÀ SỮA MUA 2 TẶNG 1-120,000|Tặng Bình Trọn 9-1|Combo Ăn vặt 88k-88,000|Trà Sữa Trân Châu Hoàng Gia-39,100|Trà Sữa Ba Anh Em-40,800|Trà Sữa Panda-40,800|Sữa Tươi Trân Châu Đường Hổ-44,200|Trà Sữa Kim Cương Đen Okinawa-39,100|Trà Sữa Hạnh Phúc-39,100|Trà Dâu Tằm Pha Lê Tuyết-35,700"
Karaoke Cafe A.Em,30.000đ - 150.000đ,7.6                        ,"Café/Dessert, Karaoke","32b Cao Bá Quát, Quận Ba Đình, Hà Nội",1,"Café - Kem, Thức uống", 09:00 - 01:00,0,0,0,
Vua Chả Cá - Lê Đức Thọ,50.000đ - 500.000đ,6.4                        ,Nhà hàng,"12A1 Lê Đức Thọ, P. Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,"Hải sản, Chè, Cá, Salad, Đặc sản vùng", 10:30 - 23:00,1,0,1,"COMBO 1 Chả Cá-438,000|COMBO 1 Đặc Biệt-609,000|COMBO 2 Chả Cá-951,000|COMBO 2 Đặc Biệt-994,000|COMBO 4 Chả Cá -1,245,000|Chả Cá Lăng Đặc Biệt-181,000|Lòng Cá-138,000|Lòng Cá Lăng Đặc Biệt-160,000|Chả Cá -149,000|Chè Bưởi Đặc Biệt-27,000"
Bảo Minh - Đặc Sản Bánh Cốm Hàng Than,50.000đ - 500.000đ,7.2                        ,Tiệm bánh,"12 Hàng Than, Quận Ba Đình, Hà Nội",16,"Chè, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 08:00 - 21:00,1,0,1,"Mứt dừa sợi nhỏ 200g-59,000|Mứt gừng nướng mật ong 180g-82,000|Mứt dừa sợi to 200g-53,000|Mứt lạc túi 200g-46,000|Mứt lục giác 200g-57,000|Mứt quai xách 170g-50,000|Mứt lạc hộp 200g-46,000|Hộp mứt quai xách 250g-71,000|Hộp mứt mica 350g-159,000|Hộp mứt mica 500g-225,000"
Mì Cay Seoul - Chùa Láng,35.000đ - 50.000đ,3.4                        ,Quán ăn,"120 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",1,"Bún, Mì, Món nước, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 21:00,1,0,1,"Mì Kim Chi Bò Mỹ-52,000|Mỳ Kim Chi Bò-49,000|Mỳ Kim Chi Hải Sản-53,000|Mỳ Kim Chi Thập Cẩm-63,000|Mỳ Kim Chi Sườn Sụn-52,000|Mỳ kim chi xúc xích-42,000|Mì Kim Chi Bạch Tuộc-53,000|Mì Kim Chi Gà-52,000|Mỳ kim chi cá-49,000|Mỳ Tương Đen-49,000"
Bún Riêu Cua - Ngõ Quỳnh,20.000đ - 50.000đ,4.0                        ,Quán ăn,"1 Ngõ Quỳnh, Quận Hai Bà Trưng, Hà Nội",1,"Bún, Món nước", 07:00 - 21:00,0,0,1,
Anh Nghĩa - Bún Riêu Cua,30.000đ - 50.000đ,7.6                        ,Quán ăn,"1 Nguyễn Văn Huyên, Quận Cầu Giấy, Hà Nội",2,"Bún, Món nước", 07:00 - 14:00,0,0,0,
Pepperonis Delivery Outlet - Nguyễn Văn Cừ,50.000đ - 200.000đ,6.2                        ,Nhà hàng,"374 Nguyễn Văn Cừ, P. Bồ Đề, Quận Long Biên, Hà Nội",7,Pizza & Pasta, 10:45 - 20:30,1,0,1,"DAILY DEAL (PIZZA #5-12)-21,600|DAILY DEAL (#1-4)-21,600|#2 Hawaiian Size S-165,000|#5 Bolognaise Size S-176,000|#6 Seafood Maryland Size S-176,000|#7 Cheesy Tuna Size S-176,000|#5 Bolognaise Size L-253,000|#2 Hawaiian Size L-220,000|#3 BBQ Beef Size L-220,000|#4 Sausage Supreme Size L-220,000"
Bún Riêu Cua - Phan Phù Tiên,25.000đ - 35.000đ,8.0                        ,Quán ăn,"6 Phan Phù Tiên, Quận Đống Đa, Hà Nội",5,Món nước, 06:00 - 13:00,0,0,0,
PHÒ MÃ - Đội Cấn,50.000đ - 55.000đ,9.3                        ,Café/Dessert,"4/8 Ngõ 379 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",2,"Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,0,0,0,"Phò mã (Trà sữa ô long kem cheese)-55,000|Tráng sĩ (Trà sữa ô long nhài)-55,000|Chín Tầng Mây ( không áp dụng mua 1 tặng 1)-65,000|Giai nhân (Trà sữa ô long cúc)-50,000|Tơ hồng (Trà trái cây)-55,000|Quận chúa (Sữa tươi đường đen)-50,000|Combo NHƯ Ý (Tráng sĩ, 9 Tầng Mây) - Tiết kiệm 21.000-99,000|HOÀNG BÀO-55,000|GẤU PHÒ MÃ-Tiết kiệm 15k (1 gấu bằng 2 ly)-85,000|TƯỚNG QUÂN-65,000"
Master Tea 美茶 - Lò Đúc,26.000đ - 50.000đ,7.0                        ,Café/Dessert,"168 Lò Đúc, P. Phạm Đình Hồ, Quận Hai Bà Trưng, Hà Nội",221,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:00 - 22:30,1,0,1,"Sữa Tươi Trân Châu Đường Đen (M)-41,250|Trà Đào Cam Sả-33,750|Trà Sữa Ú Ụ Topping Size L-52,500|Trà Sữa Ú Ụ Topping Size M-45,000|Trà Đào Cam Sả Trân Châu Trắng ĐÓNG CHAI-48,750|Trà Sữa Trân Châu Trắng ĐÓNG CHAI-48,750|Trà Cam Bưởi Trân Châu Trắng ĐÓNG CHAI-48,750|Trà Việt Quất Trân Châu Trắng ĐÓNG CHAI-48,750|Trà Xoài Trân Châu Trắng ĐÓNG CHAI-48,750|Trà  Kem Cheese Trân Châu Trắng ĐÓNG CHAI-48,750"
Gà Rán Kuccu - Đỗ Quang,50.000đ - 165.000đ,6.8                        ,Quán ăn,"23 Ngõ 26 Đỗ Quang, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",77,"Gà rán, Ăn vặt - Ăn nhẹ, Nem, Fastfood - Thức ăn nhanh", 10:00 - 14:00 | 17:00 - 23:00,1,0,1,"Salad Kuccu-35,000|Gà Chiên Mềm (2 Miếng)-28,000|Gà Chiên Xào Cay-195,000|Gà Chiên Xào Ngọt-195,000|Gà Rang Muối-195,000|Gà Nửa Con Tẩm Sốt (4 Miếng)-145,000|Gà Nửa Con Chiên (4 Miếng)-135,000|Gà Một Con Nửa Chiên - Nửa Tẩm Sốt (9 Miếng-300,000|Gà Một Con Chiên (9 Miếng)-285,000|Gà Một Con Tẩm Sốt (9 Miếng)-310,000"
Cơm Cháy Chà Bông Tý Chuột - Shop Online - Nguyễn Cao,65.000đ - 100.000đ,10.0                        ,Shop Online,"27 Ngõ 31 Nguyễn Cao, P. Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",13,"Cơm Cháy, Ăn vặt - Ăn nhẹ, Cơm", 08:00 - 22:00,0,0,0,"Cơm Cháy Chà Bông (Vị Truyền Thống) 500gr-130,000|Cơm Cháy Chà Bông ( Không Cay )500g-130,000|Cơm cháy chà bông  ( Không Cay )250gr-70,000|Cơm Cháy Chà Bông ( Vị Truyền Thống ) 250g-70,000|Lạp Xưởng Tôm (500gr) -140,000|Lạp Xưởng Tươi (500gr) -140,000|Dâu Tây Sấy 500gr-200,000"
Phở Bát Đá - 37A Hùng Vương,220.000đ - 300.000đ,9.8                        ,Quán ăn,"37A Hùng Vương, P. Điện Biên, Quận Ba Đình, Hà Nội",1,Món nước, 06:00 - 10:00,0,0,1,
Ăn Vặt Tôn Thất Thiệp - Ốc Luộc & Chân Gà Chiên Giòn,5.000đ - 28.000đ,6.8                        ,Ăn vặt/vỉa hè,"71 Tôn Thất Thiệp, P. Điện Biên, Quận Ba Đình, Hà Nội",22,"Thịt Gà, Hải sản, Nghêu - Sò - Ốc , Ăn vặt - Ăn nhẹ, Nem", 16:00 - 22:00,0,0,0,"Chân Gà Chiên-12,000|Nem Chua Rán-6,000|Cánh Gà Chiên Giòn-22,000"
Lẩu Gà Lá É É É Thắng Béo,40.000đ - 150.000đ,8.0                        ,Quán ăn,"111 E7 TT. Bách Khoa, Tạ Quang Bửu, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",7,"Lẩu, Ăn vặt - Ăn nhẹ", 10:00 - 23:00,0,0,0,"Lá É Thêm-40,000|Lẩu Gà Lá É (Nồi nhỏ nửa con gà)-320,000|Lẩu Gà Lá É (Nồi To 1c Gà)-500,000|Nấm thêm-25,000|Ngô Chiên-45,000|Sụn Gà Rang Muối-95,000|Cánh Gà Chiên Mắm-105,000|Khoai Lang Kén-45,000|Chân Gà Chiên Mắm-105,000|Sụn Gà Chiên Mắm-95,000"
Cô Ngà - Bánh Mì Nem Khoai,20.000đ - 30.000đ,8.0                        ,Quán ăn,"6 Ngõ 28 Hương Viên, P. Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",19,"Bánh mì, Bún, Mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 19:30,0,0,0,"Bánh Mỳ Nem Khoai + Coca-Cola-45,000|Coca-Cola lẻ-13,500|Bánh Mỳ Nem Ngô + Coca-Cola -45,000|2 Bánh Mỳ Nem Khoai + 2 Coca-Cola-90,000|2 Bánh Mỳ Nem Ngô +2 Coca-Cola -90,000|02 Coca-Cola lẻ-27,000|Coca-Cola chỉ 1Đ-15,000|Bánh Mỳ Nem Khoai + Coca-Cola-45,000|Coca-Cola lẻ-13,500|Bánh Mỳ Nem Ngô + Coca-Cola -45,000"
Nhà Hàng Tuyết Thanh - Kim Đồng,200.000đ - 330.000đ,6.9                        ,Nhà hàng,"24 Kim Đồng, P. Trương Định, Quận Hoàng Mai, Hà Nội",5,"Thịt Gà, Tôm, Cua - Ghẹ, Thịt Bò, Thịt Heo, Hải sản, Cháo, Cá, Nghêu - Sò - Ốc , Súp, Mực, Salad, Chả giò, Gỏi, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Rượu vang, Thức uống, Bia, Nước ngọt", 08:00 - 21:30,1,0,1,
Nam An Quán - Ẩm Thực Huế,25.000đ - 39.000đ,7.2                        ,Quán ăn,"56 Nguyên Hồng, P. Láng Hạ, Quận Đống Đa, Hà Nội",36,"Bún, Món nước, Cơm", 07:00 - 21:30,0,0,0,
Gà rán và Mì Ý - Jollibee - Tô Hiệu,15.000đ - 44.000đ,6.5                        ,Nhà hàng,"303 - 305 Tô Hiệu, Quận Cầu Giấy, Hà Nội",77,"Thịt Gà, Gà rán, Ăn vặt - Ăn nhẹ, Nem, Fastfood - Thức ăn nhanh", 08:00 - 22:00,1,0,1,"3 Gà Giòn Vui Vẻ + 1 Mì Ý Sốt Bò Bằm + 1 Khoai tây chiên vừa + 2 Nước…-140,000|2 Mỳ ý vừa + 2 Miếng gà giòn vui vẻ + 2 Miếng gà không xương + 1 Khoai…-199,000|02 Gà giòn + 02 Mì Ý + 2 Cơm Gà giòn + 02 Khoai vừa + 2 Bánh xoài đào +…-310,000|3 Gà Giòn Vui Vẻ + 1 Mì Ý Sốt Bò Bằm + 1 Khoai tây chiên vừa + 2 Nước…-140,000|1 Miếng Gà Giòn Vui Vẻ-30,000|2 Miếng Gà Giòn Vui Vẻ + 1 Khoai tây chiên vừa + 1 Nước ngọt lớn-85,000|1 Cơm Gà Giòn Vui Vẻ + 1 Súp bí đỏ + 1 Nước ngọt-60,000|1 Miếng Gà Giòn Vui Vẻ + 1 Khoai tây chiên vừa + 1 Nước ngọt lớn-55,000|2 Miếng Gà Giòn Vui Vẻ + 1 Nước ngọt lớn-75,000|2 Miếng Gà Giòn Vui Vẻ + 1 Khoai tây chiên lớn + 1 Nước ngọt lớn-95,000"
Rộp Rộp - Cơm Cháy & Khô Gà Lá Chanh Online,50.000đ - 150.000đ,7.9                        ,Shop Online,"2C Ngõ 29/72 Khương Hạ, P. Khương Đình, Quận Thanh Xuân, Hà Nội",32,"Cơm Cháy, Thịt Bò, Ăn vặt - Ăn nhẹ, Cơm, Nem", Cả ngày,0,0,0,"Cơm Cháy Chà Bông  Rộp Rộp Trứng Muối 1 Kg-270,000|Cơm Cháy Chà Bông Siêu Ruốc 250gr-70,000|Bún bò trộn Nam Bộ-45,000|Khô Gà Lá Chanh Vị Cay-85,000|Khô Gà Lá Chanh Vị Không Cay-85,000|Khô Gà Bơ Tỏi-85,000|Khô Gà Lá Chanh Vị Cay (500g)-170,000|Khô Gà Lá Chanh Vị Không Cay (500g)-170,000|Khô Gà Lá Chanh Vị Cay 1kg-320,000|Khô Gà Lá Chanh Vị Không Cay 1kg-320,000"
"Nhi - Bún, Miến & Bánh Đa Cá Hải Phòng",35.000đ - 45.000đ,8.2                        ,Quán ăn,"86 Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bún, Món nước, Miến", 06:00 - 22:00,0,0,0,"Bún Cá-55,000|Bún Cá Đầy Đủ-57,000|Bún Cá Chả-50,000|Bún Tôm-50,000|Bún Cá Tôm-50,000|Cá Rán 100gr-55,000"
Phở Gà Đặc Biệt - Hàng Điếu,30.000đ - 66.000đ,7.4                        ,Quán ăn,"1 Hàng Điếu, Quận Hoàn Kiếm, Hà Nội",22,"Thịt Gà, Phở", 05:30 - 13:30,0,0,0,"Phở Gà-50,000|Phở Gà Đặc Biệt-65,000|Phở Tái Gà-70,000|Phở Gà 2 Trứng-55,000|Phở Bò-45,000|Phở Chín Gà-65,000"
Starbucks Coffee - Landmark 72,60.000đ - 150.000đ,7.7                        ,Café/Dessert,"Tầng 1, Keangnam Landmark 72, Phạm Hùng, Quận Nam Từ Liêm, Hà Nội",9,"Café - Kem, Thức uống", 07:00 - 22:00,1,0,1,
Lẩu Nguyệt - Lẩu Riêu Cua Sườn Sụn,100.000đ - 200.000đ,6.7                        ,Quán ăn,"Ngõ 106 Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",71,Lẩu, 17:00 - 23:00,0,0,1,
Quán Cơm Ngon - Hoàng Ngọc Phách,30.000đ - 55.000đ,4.6                        ,Quán ăn,"103 C9 Hoàng Ngọc Phách, P. Láng Hạ, Quận Đống Đa, Hà Nội",6,Cơm, 10:00 - 21:00,0,0,0,"Cơm Gạo Lứt vàng , đùi gà quay.-50,000|Cơm Thịt Ba Chỉ Rang Xém Cạnh-50,000|Cơm Sườn Gạo Lứt ( gạo trắng) khoai lang.-50,000|Cơm phille gà nướng-50,000|Cơm gạo trắng ( gạo lức) , bò kho tiêu , cá trắm kho truyền thống.-80,000|Cơm gạo lức chân giò luộc-50,000|Cơm trắng ( gạo lức ) Bò kho tiêu .-50,000|Cơm cá thu sana , mắm tép trưng thịt .-50,000|Chả lá lốt mắm tép trưng thịt-50,000|Cơm Sườn Rim + Mắm Tép  Trưng Thịt-70,000"
Mì Hàn Quốc - Láng Hạ,100.000đ - 220.000đ,7.4                        ,Nhà hàng,"Ngõ 8 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội",36,Mì, 08:30 - 22:30,0,0,1,"Mì đen-110,000|Canh sườn bò-168,000|Cơm trộn thập cẩm-147,000|Miến lạnh-168,000|Kimbap-100,000|Canh kim chi-147,000|Tokbokki-150,000|Cơm bát nhỏ-15,000|Há cảo Hàn Quốc-80,000|Ốc đậu phụ hầm cay-147,000"
Bún Chả - Mai Hắc Đế,40.000đ - 50.000đ,6.9                        ,Quán ăn,"114 Mai Hắc Đế, Quận Hai Bà Trưng, Hà Nội",12,"Bún, Món nước", 09:00 - 21:00,0,0,0,"Bún Chả Chan-40,000"
Zota Beer Club - Vũ Trọng Phụng,100.000đ - 200.000đ,7.4                        ,Beer club,"52 Vũ Trọng Phụng, Quận Thanh Xuân, Hà Nội",5,Thức uống, 10:00 - 23:30,1,1,1,
Phở Gà Ta Hòa Béo - Quán Hoa,25.000đ - 50.000đ,7.1                        ,Quán ăn,"11 Ngõ 43 Quan Hoa, Quận Cầu Giấy, Hà Nội",3,"Phở, Món nước", 06:30 - 15:00,0,0,0,
Cô Hường - Thịt Quay & Các Món Ăn Cơm,10.000đ - 150.000đ,8.0                        ,Ăn vặt/vỉa hè,"31 Đặng Tiến Đông, Quận Đống Đa, Hà Nội",1,Thịt Heo, 08:30 - 19:30,0,0,0,
Bánh Cuốn Nóng Gia Truyền - Vũ Phạm Hàm,25.000đ - 30.000đ,5.4                        ,Quán ăn,"136 Vũ Phạm Hàm, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",2,"Bánh ướt, Bún, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 17:00,0,0,0,"Bánh Cuốn Nóng-30,000|Bún Chả-30,000"
