name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price
Nem Nướng Nha Trang Tâm Việt,25000 - 50000,7.4,Quán ăn,"44 Ngõ 205 Giải Phóng, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",9,"Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem", 09:30 - 21:00,0,0,0,Đặc sản vùng Ăn vặt  Ăn nhẹ Nem; Đặc sản vùng Ăn vặt  Ăn nhẹ Nem; COMBO FAMILYNem Nướng Nha Trang + Sữa ĐậuNem Nướng Nha Trang + Coca LonNem Nướng Nha Trang + Trà QuấtNem Nướng Nha Trang + Trà ChanhNem Nướng Nha Trang (Suất)Thịt nem Nướng (Cắt được  miếng)Nước ChấmRam GiònRau Mua Thêm,25000,50000,37500.0
Bún Bò Huế Nam Minh - Đội Cấn,30000 - 50000,8.9,Quán ăn,"216 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội",22,"Bún, Món nước", 07:00 - 14:00 | 16:00 - 20:00,0,0,0,Bún Món nước; Bún Món nước; Bún Bò Huế Ko Móng Thay Bằng Mọc + Trà Ô Long Tea+ PlusBún Mọc Cua + Trà Ô Long Tea+ PlusTrà Ô Long Tea+ PlusBún Bò Huế Bỏ Móng Thay Bằng Tiết + Trà Ô Long Tea+ Plus Bún Bò Huế Ko Móng Thay Bằng Mọc +  Trà Ô Long Tea+ Plus Bún Bò Huế Bỏ Móng Thay Bằng Tiết +  Trà Ô Long Tea+ Plus Bún Mọc Cua +  Trà Ô Long Tea+ PlusBún Bò Huế Ko Móng Thay Bằng Mọc + PepsiBún Bò Huế Bỏ Móng Thay Bằng Tiết + PepsiBún Mọc Cua + Pepsi,30000,50000,40000.0
Tình Linh - Bún Bò Huế,30000 - 50000,9.0,Quán ăn,"53 Ngõ 68 Triều Khúc, Huyện Thanh Trì, Hà Nội",13,"Món nước, Thức uống, Bia, Nước ngọt", 07:00 - 23:00,0,0,0,Món nước Thức uống Bia Nước ngọt; Món nước Thức uống Bia Nước ngọt; Bún Bò HuếQuẩyBún Bò Huế Đặc BiệtBún Bò Huế Không MóngBò húc RedbullBia Hà NộiCoca ColaStingNước CamCoca cola chai nhựa,30000,50000,40000.0
Được Mỡ - Cơm Cháy Gà,50000 - 500000,2.4,Quán ăn,"115 Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Thịt Bò, Lẩu, Cơm", 09:00 - 23:00,0,0,0,,50000,500000,275000.0
Phúc Long Golden Palm,30000 - 70000,7.4,Café/Dessert,"Tầng 1 The Golden Palm, 21 Lê Văn Lương, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",2,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, Sữa", 08:00 - 22:00,1,0,1,Trà Café  Kem Sinh tố  Nước ép Thức uống Nước ngọt Trà sữa Sữa; Trà Café  Kem Sinh tố  Nước ép Thức uống Nước ngọt Trà sữa Sữa; Raspberry layerTriple crunchocoTrà Sữa Phúc LongHồng Trà SữaTrà ĐàoTrà VảiTrà Ô Long SữaTrà Sữa Phúc Long  Đá (Big Size)Trà Đào SữaTrà Nhãn,30000,70000,50000.0
Kichi Kichi Lẩu Băng Chuyền - BigC Thăng Long,149000 - 220000,8.8,Nhà hàng,"BigC Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",109,"Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu", 10:00 - 22:00,1,0,0,,149000,220000,184500.0
Cơm Chay Âu Lạc,50000 - 165000,6.8,Nhà hàng,"420 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",3,Món chay,,1,0,0,,50000,165000,107500.0
Minh Lan - Miến Lươn Số 1 Chân Cầm,20000 - 50000,6.9,Quán ăn,"1 Chân Cầm, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",61,"Món nước, Miến", 07:00 - 22:00,0,0,0,Món nước Miến; Món nước Miến; Miến trộnMiến xàoMiến nướcChả lươnSúp lươnQuẩyNem lươnCháo lươnLươn khô   lạngNộm lươn,20000,50000,35000.0
Miến Lươn Tân Tân - Lê Thanh Nghị,30000 - 40000,5.0,Quán ăn,"16 Ngõ 37 Ngách 37/16 Lê Thanh Nghị, Quận Hai Bà Trưng, Hà Nội",1,"Bún, Món nước, Cháo, Miến, Đặc sản vùng, Home-made", 07:00 - 11:30,0,0,0,Bún Món nước Cháo Miến Đặc sản vùng Homemade; Bún Món nước Cháo Miến Đặc sản vùng Homemade; Miến Lươn NướcMiến Lươn TrộnMiến Lươn XàoQuẩyMiến Lươn Đặc Biệt( Nước)Lươn giòn gọi thêmMiến Lươn Đặc Biệt ( Trộn),30000,40000,35000.0
Vịt 29 - Trung Hòa - Cơm Xôi Phở Cháo,50000 - 300000,6.3,Quán ăn,"18 Trung Hòa, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",11,"Phở, Vịt quay, Cơm Chiên, Thịt Bò, Bún, Xôi, Thịt Vịt, Cơm", 16:00 - 22:00 | 10:00 - 14:00,1,0,0,Phở Vịt quay Cơm Chiên Thịt Bò Bún Xôi Thịt Vịt Cơm; Phở Vịt quay Cơm Chiên Thịt Bò Bún Xôi Thịt Vịt Cơm; CocaCola chỉ Đ CocaCola  lonCombo Xôi Mực Băm Nướng +  CocaColaCombo Cơm Cua Biển Băm Nướng +  CocaCola  CocaCola  Combo  Phở Cua biển băm nướng trộn sốt XO +  CocaColaCombo  Bánh mì tôm băm nướng +  CocaColaCocaCola chỉ Đ CocaCola  lonCombo Xôi Mực Băm Nướng +  CocaCola,50000,300000,175000.0
Gia Hân - Bún Cá Cay,25000 - 50000,7.0,Quán ăn,"Ki Ố t30, HH2A KĐT Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",17,"Bún, Món nước", 06:30 - 21:30,0,0,0,Bún Món nước; Bún Món nước; Bún Cá Cay Loại ThườngBún cá cay đặc biệt,25000,50000,37500.0
Bếp Mẹ Yến - Gà Rán & Trà Sữa,20000 - 60000,9.6,Quán ăn,"20 Trung Tựu, P. Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",1,"Gà rán, Fastfood - Thức ăn nhanh", 08:00 - 20:00,0,0,0,Gà rán Fastfood  Thức ăn nhanh; Gà rán Fastfood  Thức ăn nhanh; Gà kx sốt cayCánh gà chiên xùĐùi gà chiên xùBánh gàGà kx sốt mật ongKhoai Tây chiênKhoai lang kénHeo cháy tỏiKhô gà lá chanhTrà sữa nướng,20000,60000,40000.0
Hashiya - Ẩm Thực Nhật Bản,100000 - 500000,8.1,Quán ăn,"50 Đào Tấn, Quận Ba Đình, Hà Nội",15,"Sushi & Sashimi, Dimsum", 08:00 - 22:30,1,0,1,,100000,500000,300000.0
Fenghuang - Trần Kim Xuyến,150000 - 300000,6.5,Nhà hàng,"35 Trần Kim Xuyến, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",25,"Tôm, Thịt Bò, Hải sản, Lẩu, Cá, Mực, Hoành Thánh - Vằn Thắn, Gà ác/gà hầm, Salad, Nem, Cá/bò viên", 11:00 - 14:00 | 18:00 - 21:30,1,0,1,Tôm Thịt Bò Hải sản Lẩu Cá Mực Hoành Thánh  Vằn Thắn Gà ác/gà hầm Salad Nem Cá/bò viên; Tôm Thịt Bò Hải sản Lẩu Cá Mực Hoành Thánh  Vằn Thắn Gà ác/gà hầm Salad Nem Cá/bò viên; Bánh Bao Kim SaHá Cảo TômBánh bao phomaiXíu mại tôm thịtBánh bao Thượng HảiHá cảo thuỷ tinhHá Cảo Ngọc BíchNem gà HongkongHá Cảo Triều ChâuBánh bao xá xíu,150000,300000,225000.0
Trà Sữa Tocotoco - Ngọc Hồi,25000 - 60000,6.3,Café/Dessert,"Km13 QL1A Ngọc Hồi, X. Ngọc Hồi, Huyện Thanh Trì, Hà Nội",7,"Trà, Thức uống, Trà sữa, Sữa", 08:00 - 23:00,1,0,1,Trà Thức uống Trà sữa Sữa; Trà Thức uống Trà sữa Sữa; MUA  TẶNG Trà Sữa Ba Anh EmTrà Xanh Sữa Vị NhàiCombo  Trà Sữa Ba Anh EmCombo hotTrà Sữa Hạnh PhúcTrà Sữa SocolaTrà Sữa Bạc HàTrà Sữa MatchaTrà Sữa Ô Long,25000,60000,42500.0
Bánh Mì Minh Nhật - Bán Đảo Linh Đàm,30000 - 50000,4.9,Ăn vặt/vỉa hè,"Kiot 01 Nơ 4B Bán Đảo Linh Đàm, P. Đại Kim, Quận Hoàng Mai, Hà Nội",10,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 07:00 - 22:00,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Sandwich BòSandwich Thập CẩmBánh Mì Bò NướngBánh Mì Bò PhomaiBánh Mì Thập CẩmBánh Mì Gà NướngBánh Mì Trứng PateBánh Mì Chả NóngCOMBO COMBO ,30000,50000,40000.0
Phở Cồ Trung - Linh Đàm,27000 - 50000,6.0,Quán ăn,"22 HH1A, KĐT Tây Nam Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",6,"Phở, Bún, Món nước, Cơm", 05:00 - 23:00,0,0,0,Phở Bún Món nước Cơm; Phở Bún Món nước Cơm; Cơm Rang Dưa Bò XàoCơm Rang Thập CẩmCơm Rang Đùi Gà Chiên Xối MắmPhở Xào MềmCơm Rang Cải Bò XàoMì Xào MềmPhở NhỏPhở ChínPhở Tái ChínPhở Bắp Bò,27000,50000,38500.0
Chày Quán - Bún Đậu Mắm Tôm,25000 - 70000,5.5,Quán ăn,"123 Linh Đường, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",7,"Bún, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 22:00,0,0,0,Bún Ăn vặt  Ăn nhẹ Nem; Bún Ăn vặt  Ăn nhẹ Nem; Combo Bún Đậu Dồi Sụn + CocaColaCombo Bún Đậu Chả Cốm + CocaColaCombo Bún đậu chả cốm + SpriteCombo Bún đậu dồi sụn + SpriteBún Đậu Đầy ĐủBún Đậu Dồi SụnBún đậu chả cốmMắm tômDồi SụnCocaCola lạnh,25000,70000,47500.0
Xôi Cô Sâm,10000 - 15000,8.5,Ăn vặt/vỉa hè,"Ngõ 63 Lương Yên, P. Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",10,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 11:00,0,0,0,Xôi Ăn vặt  Ăn nhẹ; Xôi Ăn vặt  Ăn nhẹ; Xôi thập cẩm ( full topping)Trứng ốp + thịt + chảTrứng ốpTrứng ốp + chảTrứng ốp + thịt,10000,15000,12500.0
Phở Bò Phú Xuân,20000 - 55000,7.7,Quán ăn,"36 Hàng Da, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",14,Phở, 05:30 - 12:30,0,0,0,Phở; Phở; Phở bò,20000,55000,37500.0
Minh Châu - Cơm Tấm & Hủ Tiếu Nam Vang - Tuệ Tĩnh,35000 - 45000,6.7,Quán ăn,"67 Tuệ Tĩnh, P. Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",28,"Cơm Tấm, Bún, Hủ tiếu, Món nước, Ăn vặt - Ăn nhẹ, Cơm", 07:00 - 21:00,0,0,0,Cơm Tấm Bún Hủ tiếu Món nước Ăn vặt  Ăn nhẹ Cơm; Cơm Tấm Bún Hủ tiếu Món nước Ăn vặt  Ăn nhẹ Cơm; Cơm Tấm Sườn Bì ChảCơm Tấm Xá Xíu Bì ChảCơm Tấm Cá Kho TộCơm Tấm Đùi Gà Xối MắmCơm Tấm Thịt Kho TàuCơm Tôm Sú Kho TàuHủ Tiếu Nam Vang NướcHủ Tiếu Nam Vang TrộnHủ Tiếu Bò KhoHủ Tiếu Bò Viên,35000,45000,40000.0
Phở Bò & Gà - Thái Thịnh,35000 - 66000,7.3,Quán ăn,"113 Thái Thịnh, Quận Đống Đa, Hà Nội",2,"Thịt Gà, Phở, Thịt Bò, Món nước", 06:00 - 11:00,0,0,0,,35000,66000,50500.0
Phở Khoái - Kim Giang,20000 - 30000,6.8,Quán ăn,"420 Kim Giang, P. Đại Kim, Quận Hoàng Mai, Hà Nội",1,"Phở, Cơm Chiên, Bún, Thịt Bò, Món nước, Mì, Cơm", 06:00 - 14:00 | 17:30 - 22:00,0,0,0,Phở Cơm Chiên Bún Thịt Bò Món nước Mì Cơm; Phở Cơm Chiên Bún Thịt Bò Món nước Mì Cơm; Quẩy Giòn   CáiPhở ChínPhở TáiPhở  Tái ChínPhở Tái NạmPhở Tái GânCom Bo :  Tái Chín +  Quẩy GiònPhở Tái +  Quẩy GiònPhở Bò Xào LănCơm rang đùi gà chua ngọt +  coca,20000,30000,25000.0
Phan - Lẩu Các Món - Đào Duy Anh,50000 - 250000,6.8,Quán ăn,"7 Đào Duy Anh, Quận Đống Đa, Hà Nội",119,Lẩu, 11:00 - 14:00 | 18:00 - 23:00,1,0,1,,50000,250000,150000.0
Lẩu Phan - Buffet Bò Úc - Giải Phóng,100000 - 250000,9.4,Quán ăn,"989 Giải Phóng, Quận Hai Bà Trưng, Hà Nội",1,"Thịt Heo, Lẩu", 11:00 - 23:00,0,0,1,,100000,250000,175000.0
Quang Đăng - Bánh Tráng Trộn & Bánh Tráng Nướng - Phùng Khoang,20000 - 35000,9.0,Ăn vặt/vỉa hè,"10 Ngõ 67 Phùng Khoang, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",18,"Bánh tráng, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 22:30,0,0,0,Bánh tráng Ăn vặt  Ăn nhẹ Nem; Bánh tráng Ăn vặt  Ăn nhẹ Nem; Bánh Tráng TrộnBánh Tráng Cuộn BơBánh Tráng NướngMe Đá Ướp LạnhCOMBO Ăn Gì Cũng Được Tặng  CocacolaBánh Tráng Trộn Da Heo Chua CayDa Heo Lắc XoàiCocacola ,20000,35000,27500.0
Bread Factory - Hoàng Trọng Mậu,25000 - 450000,8.5,Tiệm bánh,"104 TT3 Hoàng Trọng Mậu, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",8,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Thức uống", 09:00 - 21:00,0,0,1,,25000,450000,237500.0
Le Castella Hà Nội - Taste Of Taiwan - Vũ Hữu,119000 - 149000,6.9,Tiệm bánh,"170 Vũ Hữu, P. Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",71,Bánh - Kẹo, 09:00 - 22:00,1,0,1,Bánh  Kẹo; Bánh  Kẹo; Combo Original & Double Cheese (L)Combo Original & Chocolate MarbleCombo Original & Salt YorkCombo OriginalCombo Original & Almond CheeseCombo Original & ChocolateCombo Original & Double Cheese (L)Combo Original & Chocolate MarbleCombo Original & Salt YorkCombo Original,119000,149000,134000.0
Jacky - Vịt Quay Bắc Kinh - Mandarin Garden,50000 - 100000,9.5,Quán ăn,"C2 - C3 Tầng 1 Mandarin Garden Nguyễn Thị Thập, P. Trung Hoà, Quận Cầu Giấy, Hà Nội",4,Thịt Vịt, 10:30 - 14:00 | 17:00 - 21:00,1,0,1,Thịt Vịt; Thịt Vịt; Cơm Rang Hải SảnCơm Rang Dưa Bò,50000,100000,75000.0
Cơm Zin - Đặt Cơm Theo Yêu Cầu,150000 - 5000000,7.0,Quán ăn,"103 A12 Nghĩa Tân, Quận Cầu Giấy, Hà Nội",1,Cơm, 09:00 - 22:00,0,0,0,,150000,5000000,2575000.0
Chân Gà Minh Việt - Ốc & Đồ Ăn Vặt,20000 - 200000,7.2,Ăn vặt/vỉa hè,"40 Xuân La, P. Xuân Tảo, Quận Tây Hồ, Hà Nội",6,"Hải sản, Lẩu, Nghêu - Sò - Ốc , Ăn vặt - Ăn nhẹ, Nem", 17:00 - 23:00,0,0,0,,20000,200000,110000.0
Bún Bò Huế O Hà - Xuân La,50000 - 90000,9.2,Quán ăn,"S08 Tháp Metro Kosmo Tây Hồ, 161 Xuân La, P Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",1,"Thịt Bò, Bún, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 05:30 - 22:00,0,0,0,Thịt Bò Bún Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Thịt Bò Bún Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Bún thườngBún đăc biệt O Hà đầy đủBún đặc biệt  chả cuaBún đặc biệt  bò gânBÚN BÒ NAM BỘ ĐẶC BIỆTBún đầy đủ + đuôiBÚN  kBún đuôi bò O HàQuẩyBánh bột lọc,50000,90000,70000.0
"Chops - Hops, Wheat & Meat - Phạm Huy Thông",100000 - 400000,7.9,Nhà hàng,"56 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",13,"Hamburger, Salad, Ăn vặt - Ăn nhẹ, Xúc xích, Fastfood - Thức ăn nhanh", 11:00 - 21:00,1,0,1,Hamburger Salad Ăn vặt  Ăn nhẹ Xúc xích Fastfood  Thức ăn nhanh; Hamburger Salad Ăn vặt  Ăn nhẹ Xúc xích Fastfood  Thức ăn nhanh; Bắp cải trộnKhoai tây nghiềnMì Macaroni bí đỏ & hành láNgô nướngThe Rolls Royce size nhỏSmokey Bacon & Chi size nhỏThe Italian JobSwiss Bliss size nhỏThe smashThe Rolls Royce size vừa,100000,400000,250000.0
Sushidokoro Yutaka - Ẩm Thực Nhật Bản,100000 - 275000,7.4,Nhà hàng,"95 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",19,Sushi & Sashimi, 17:00 - 22:30 | 11:00 - 14:00,1,0,1,,100000,275000,187500.0
KOI Thé - Aeon Mall Hà Đông,50000 - 100000,8.3,Café/Dessert,"ST145-1, TTTM Aeon Mall Hà Đông, Quận Hà Đông, Hà Nội",8,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 10:00 - 21:30,1,0,1,Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; MHOT Milo O Milk TeaMHOT Green Milk TeaMHOT Black Tea MacchiatoMHOT Green Tea MacchiatoMHOT Milk Tea MacchiatoMHOT Brown Sugar Fresh MilkMHOT Milo O MacchiatoMHOT Black TeaMHOT Golden Oolong TeaMHOT Oolong Milk Tea,50000,100000,75000.0
Trixie Cafe & Lounge,20000 - 100000,6.5,Café/Dessert,"Tầng M, Toà Nhà Sông Hồng, 165 Thái Hà, P. Láng Hạ, Quận Đống Đa, Hà Nội",20,Café - Kem, 07:00 - 23:59,1,0,1,Café  Kem; Café  Kem; Cơm Ba Chỉ Xào Mắm RuốcCơm Thịt Xá XíuCơm Thịt Đậu Sốt Cà ChuaCơm Bò Sốt Tiêu ĐenMỳ Xào BòCơm Tôm Rim Thịt Ba ChỉCơm Tôm Xào Chua NgọtCơm Tôm Xào Cay Kiểu TháiCơm Đùi Gà Xào Cung BảoCơm Tôm Sốt Cháy Tỏi,20000,100000,60000.0
Gia Huy - Chè Khúc Bạch Online - Hoàng Mai,12000 - 22000,6.2,Shop Online,"39B Ngõ 120 Hoàng Mai, P. Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",14,"Chè, Ăn vặt - Ăn nhẹ", 10:00 - 20:00,0,0,0,Chè Ăn vặt  Ăn nhẹ; Chè Ăn vặt  Ăn nhẹ;  Bánh rán dẹt mật siêu to Bánh rán đường dẹt siêu to,12000,22000,17000.0
Bánh Tráng Cô Bông - Hàng Bè,20000 - 30000,9.8,Quán ăn,"23 Phố Hàng Bè, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",26,"Bún, Ăn vặt - Ăn nhẹ, Nem", 13:00 - 22:00,0,0,0,Bún Ăn vặt  Ăn nhẹ Nem; Bún Ăn vặt  Ăn nhẹ Nem; Trộn sốt meTrộn sốt bơTrộn sốt phomaiCuộn sốt bơCuộn sốt meCuộn sốt phomaiNướng xúc xích bò khô sốt bơNướng xúc xích bò khô sốt phomaiNướng xúc xích bò khôsốt meNướng xúc xích  chà bông sốt pho mai,20000,30000,25000.0
Gà Rán Five Star - Đại Linh,40000 - 55000,10.0,Quán ăn,"32 Đại Linh, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",1,"Thịt Gà, Gà rán, Cơm Chiên, Đậu hũ, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,0,0,0,Thịt Gà Gà rán Cơm Chiên Đậu hũ Cơm Fastfood  Thức ăn nhanh; Thịt Gà Gà rán Cơm Chiên Đậu hũ Cơm Fastfood  Thức ăn nhanh; Cơm Gà Sốt cay ngọtCơm Gà Chiên GiònCơm Gà Sốt cayCombo ( Cơm gà giòn +  trà chanh/trà quất Mnha đam/con…Combo (  Cơm gà giòn +  Trà đào cam sả M)Combo (  Cơm gà sốt +  Trà đào cam sả M)Combo (  Cơm gà sốt +  trà chanh/trà quất Mnha đam/con…Combo Combo Combo ,40000,55000,47500.0
Bánh Mì Kếu - Doner Kebab,15000 - 40000,6.2,Ăn vặt/vỉa hè,"32 Hoa Lâm, P. Việt Hưng, Quận Long Biên, Hà Nội",2,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:30 - 21:30,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh Mì Doner ToBánh Mì Doner NhỏBánh Pate Cột ĐènSữa NgôNước Đậu NànhTrà TháiHồng TràSữa Gạo LứtSữa Đậu Đen Óc Chó,15000,40000,27500.0
Tràng An - Bánh Mì Doner Kebab - Đường Thành,15000 - 30000,8.4,Ăn vặt/vỉa hè,"65 Đường Thành, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",1,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 05:45 - 20:00,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh Mì DonerBánh Mì DonerBánh Mì Doner,15000,30000,22500.0
Su's House - Bánh Su Kem Singapore - Khương Thượng,20000 - 100000,7.6,Tiệm bánh,"17 Ngõ 191/63 Khương Thượng (Đi Vào Ngõ 390 Trường Chinh), P. Khương Thượng, Quận Đống Đa, Hà Nội",1,"Bánh sinh nhật/Bánh kem, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 09:00 - 21:00,0,0,0,Bánh sinh nhật/Bánh kem Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh sinh nhật/Bánh kem Bánh  Kẹo Ăn vặt  Ăn nhẹ; Mini MonsterMini FairyMini Fruity CheeseMini ChocolateMini BeautyMini CloudyMini VanilaMini Mango TastyMini YummyMini Special,20000,100000,60000.0
"Quẩy Đùi Gà, Trà sữa - Ngọc Linh - Nguyễn Tuân",10000 - 50000,9.4,Ăn vặt/vỉa hè,"20 Nguyễn Tuân, Quận Thanh Xuân, Hà Nội",170,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:30 - 21:00,0,0,0,Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh  Kẹo Ăn vặt  Ăn nhẹ; Quẩy Đùi Gà Ngọc Linh (Túi  cái)Quẩy Đùi Gà Ngọc Linh (Túi  Cái)Quẩy Đùi Gà Ngọc Linh (Túi  cái)Bánh Nhúng Ngọc LinhQuẩy Đùi Gà Ngọc Linh (Túi  cái),10000,50000,30000.0
Bánh Giò & Bánh Đúc Nóng - Nghĩa Tân,10000 - 20000,7.0,Ăn vặt/vỉa hè,"B6 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",1,"Bánh đúc, Bánh - Kẹo, Bánh bèo, Ăn vặt - Ăn nhẹ", 14:00 - 19:00,0,0,0,Bánh đúc Bánh  Kẹo Bánh bèo Ăn vặt  Ăn nhẹ; Bánh đúc Bánh  Kẹo Bánh bèo Ăn vặt  Ăn nhẹ; Bánh Đúc Nóng,10000,20000,15000.0
Chè Xưa - Chè Sầu & Ăn Vặt,20000 - 50000,7.0,Ăn vặt/vỉa hè,"460 Khương Đình, P. Hạ Đình, Quận Thanh Xuân, Hà Nội",20,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ", 08:30 - 23:00,0,0,0,Đậu hũ Chè Ăn vặt  Ăn nhẹ; Đậu hũ Chè Ăn vặt  Ăn nhẹ; Chè  Sầu RiêngChè Thập CẩmChè BưởiChè Dừa NonChè Dừa DầmChè Khúc BạchTàu Hũ Trân Châu Đường ĐenChè XưaChè thốt nốtChè Đậu Đỏ,20000,50000,35000.0
Cô Vân - Chè & Bánh Trôi Tàu - Đê Tô Hoàng,10000 - 15000,6.4,Ăn vặt/vỉa hè,"18 Ngách 58 Ngõ Đỗ Thuận, Đê Tô Hoàng, P. Cầu Dền, Quận Hai Bà Trưng, Hà Nội",10,"Xôi, Chè, Ăn vặt - Ăn nhẹ, Cơm", 11:00 - 18:00,0,0,0,Xôi Chè Ăn vặt  Ăn nhẹ Cơm; Xôi Chè Ăn vặt  Ăn nhẹ Cơm; Xôi Chè Bà Cốt Trân Châu DừaBánh chayBánh Trôi Tàu Truyền ThốngBánh Trôi Tàu Truyền ThốngBánh Trôi Tàu Thập CẩmChè Sắn Nóng Trân Châu Cốt DừaChè đỗ đen nóng trân châu cốt dừaBánh Trôi Tàu Nhân Thịt NấmXôi Chè Đỗ Đen Nóng Trân Châu Dừa,10000,15000,12500.0
Fresh Garden Bakery - Bạch Mai,15000 - 55000,7.2,Tiệm bánh,"500 Bạch Mai, Quận Hai Bà Trưng, Hà Nội",10,Bánh - Kẹo, 08:00 - 22:00,1,0,0,,15000,55000,35000.0
Kim Phan's Food - Đồ Ăn Hàn Quốc Online,30000 - 55000,7.7,Shop Online,"53A Hẻm 13 Ngách 74 Ngõ Thịnh Hào 1, P. Hàng Bột, Quận Đống Đa, Hà Nội",65,Cơm, 10:00 - 14:00 | 17:00 - 20:30,0,0,0,Cơm; Cơm; Cơm Ba Chỉ Bò Sốt Bulgogi Kèm Trứng Ốp( Không Cay)Cơm trộn cá ngừ ( NEW)Miến Trộn Hàn QuốcMỳ Udon Xào Thịt Bò Bulgogi( Không Cay)Gà Viên Chiên Sốt Cay ToPhô Mai Que Siêu Nhân(  Cái)Gà Viên Chiên Sốt Ngọt To( Không Cay)Gà viên chiên tok phủ phomaiGà Viên Chiên Tok Lắc PhômaiChả cá xiên que sốt cay ngọt ( NEW) ( xiên),30000,55000,42500.0
Bánh Mì Chả Nóng Dũng Hạnh - Duy Tân,30000 - 45000,5.8,Ăn vặt/vỉa hè,"9 Ngõ 36 Duy Tân, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",5,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm", 06:30 - 18:00,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ Bánh tằm; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ Bánh tằm; Bánh Mỳ Chả NóngBánh Mì Pate Chả NóngBánh Mỳ Giò Chả Thập CẩmBánh Mì Chả CốmBánh mì Heo quayBánh mì Pate chả cốmBánh Mỳ Giò LụaBánh Mỳ Giò BòBánh Mì Chả Nóng Thơm Ngon + Trà Quất TươiBánh Mì Thập Cẩm Đặc Biệt + Trà Quất Tươi,30000,45000,37500.0
