name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu,time1,time2,start_time1,end_time1,start_time2,end_time2
Mango Life - Nguyễn Hữu Huân,20000 - 100000,9.2,Café/Dessert,"93 Nguyễn Hữu Huân, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",3,Sinh tố - Nước ép, 08:00 - 23:00,0,0,1,sinh tố nước ép mango taste coco tropical mango ice cream mango avocado mango frozen mango yogurt coco ice cream avocado coconut mango tea cream chEse mango cereals,20000,100000,60000.0,"Mango Taste-39,000|Coco Tropical-39,000|Mango Ice-cream-52,000|Mango Avocado-52,000|Mango Frozen-39,000|Mango Yogurt-52,000|Coco Ice-cream-52,000|Avocado Coconut-52,000|Mango Tea Cream Cheese-45,000|Mango Cereals-52,000", 08:00 - 23:00,,08:00:00,23:00:00,08:00:00,
Quán Ăn Nhà Tun Béo - Cơm Văn Phòng & Đồ Ăn Vặt - KĐT Linh Đàm,20000 - 100000,1.0,"Café/Dessert, Quán ăn","HH1C KĐT Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",1,"Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Cá/bò viên", 09:30 - 23:00,0,0,0,cơm văn phòng ăn vặt ăn nhẹ cơm cá bò viên giò me nghệ an mì ý bò băm xôi chiên nhân thịt nem chua rán chân gà xương ngâm xả tắc kim chi hàn quốc chân gà ngâm xả tắc nem nắm bắc ninh mì tôm xào cải bò nem chua cối thanh hoá,20000,100000,60000.0,"Giò me nghệ an-180,000|Mì ý bò băm-50,000|Xôi chiên nhân thịt-60,000|Nem chua rán-50,000|Chân gà xương ngâm xả tắc-65,000|Kim chi Hàn Quốc-90,000|Chân gà ngâm xả tắc-90,000|Nem nắm bắc ninh-30,000|Mì tôm xào cải bò-50,000|Nem chua cối thanh hoá-44,000", 09:30 - 23:00,,09:30:00,23:00:00,09:30:00,
Aha Cafe - Cửa Đông,25000 - 45000,7.3,Café/Dessert,"1 Cửa Đông, Quận Hoàn Kiếm, Hà Nội",2,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Sữa", 07:30 - 22:00,0,0,1,trà café kem sinh tố nước ép thức uống sữa cà phê sữa bạc xỉu cà phê cốt dừa đá cà phê đen cà phê kem aha trà đào cam sả trà hoa quả nhiệt đới trà sen aha trà vải aha hồng trà,25000,45000,35000.0,"Cà Phê Sữa-33,000|Bạc Xỉu-38,000|Cà Phê Cốt Dừa Đá-45,000|Cà Phê Đen-30,000|Cà Phê Kem AHA-65,000|Trà Đào Cam Sả-55,000|Trà Hoa Quả Nhiệt Đới-43,000|Trà Sen Aha-43,000|Trà Vải Aha-43,000|Hồng Trà-30,000", 07:30 - 22:00,,07:30:00,22:00:00,07:30:00,
Sữa Chua Trân Châu Hạ Long - Phan Đình Phùng,20000 - 35000,7.3,Café/Dessert,"20C Phan Đình Phùng, P. Quán Thành, Quận Ba Đình, Hà Nội",4,Ăn vặt - Ăn nhẹ, 09:00 - 23:00,0,0,1,ăn vặt ăn nhẹ sữa chua sấy lạnh vị việt quất sữa chua sấy lạnh vị dâu sữa chua sấy lạnh vị xoài sữa chua sấy lạnh vị tự nhiên sữa chua chocomint sữa chua suMer sữa chua mintblue sea sữa chua trân châu sữa chua trắng sữa chua nếp cẩm,20000,35000,27500.0,"Sữa Chua Sấy Lạnh Vị Việt Quất-25,000|Sữa Chua Sấy Lạnh Vị Dâu-25,000|Sữa Chua Sấy Lạnh Vị Xoài-25,000|Sữa Chua Sấy Lạnh Vị Tự Nhiên-25,000|Sữa chua Chocomint-35,000|Sữa chua Summer-35,000|Sữa chua Mintblue Sea-35,000|Sữa Chua Trân Châu-25,000|Sữa Chua Trắng-20,000|Sữa Chua Nếp Cẩm-25,000", 09:00 - 23:00,,09:00:00,23:00:00,09:00:00,
San Tokbokki - Ẩm Thực Hàn Quốc - Phạm Ngọc Thạch,20000 - 150000,7.0,Quán ăn,"110G3 TT. Trung Tự, Phạm Ngọc Thạch, P. Trung Tự, Quận Đống Đa, Hà Nội",25,"Lẩu, Ăn vặt - Ăn nhẹ, Cơm", 09:00 - 21:00,0,0,0,lẩu ăn vặt ăn nhẹ cơm coca cola combo suất bim cơm trộn hàn quốc bibimbap coca cola combo suất ja mì sốt tương đen jajangmyeon coca cola coca cola chỉ đ bim cơm trộn hàn quốc bibimbap coca cola coca cola ja mì sốt tương đen jajangmyeon coca cola tokboKi coca cola combo suất bim cơm trộn hàn quốc bibimbap coca cola,20000,150000,85000.0,"2 Coca-Cola-20,000|Combo 2 suất BIM - Cơm Trộn Hàn Quốc - Bibimbap + 2 Coca-Cola-88,400|Combo 2 suất JA - Mì sốt tương đen - Jajangmyeon + 2 Coca-Cola-88,400|Coca-Cola chỉ 1Đ -1|BIM - Cơm Trộn Hàn Quốc - Bibimbap + 1 Coca-Cola-44,200|Coca-Cola-10,000|JA - Mì sốt tương đen - Jajangmyeon + 1 Coca-Cola-44,200|Tokbokki-20,000|2 Coca-Cola-20,000|Combo 2 suất BIM - Cơm Trộn Hàn Quốc - Bibimbap + 2 Coca-Cola-88,400", 09:00 - 21:00,,09:00:00,21:00:00,09:00:00,
Chicken BBQ Nông Nghiệp,10000 - 55000,9.1,Nhà hàng,"Ki Ốt 17 Trâu Quỳ, TT. Trâu Quỳ, Huyện Gia Lâm, Hà Nội",5,"Thịt Gà, Gà rán, Cơm Chiên, Pizza & Pasta, Salad, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,thịt gà gà rán cơm chiên piZa pasta salad cơm fastfOd thức ăn nhanh c combo fa c combo chiZa c combo người c combo kid c combo family set gà chiên giòn nửa con set gà sốt cay ngọt nửa con set gà sốt chua ngọt nửa con set gà sốt cay nóng nửa con gà seoul sét miếng,10000,55000,32500.0,"C3-Combo FA-89,000|C2-Combo chizza-170,000|C4 - Combo 2 người-189,000|C1-Combo kid-60,000|C5- Combo family-269,000|Set gà chiên giòn nửa con-140,000|Set gà sốt cay ngọt nửa con-160,000|Set gà sốt chua ngọt nửa con-160,000|Set gà sốt cay nóng nửa con-160,000|Gà Seoul sét 6 miếng-75,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Cơm Tấm Ali,10000 - 50000,7.4,Quán ăn,"304 Kim Ngưu, Quận Hai Bà Trưng, Hà Nội",81,"Thịt Gà, Cơm Tấm, Thịt Heo, Hải sản, Cơm", 08:00 - 21:00,1,0,1,thịt gà cơm tấm thịt heo hải sản cơm cơm sườn nướng cơm xiên gà nướng cơm cá kho tộ cơm đùi gà nướng cơm thịt kho hột vịt đá me cafe sữa đá,10000,50000,30000.0,"Cơm sườn nướng-60,000|Cơm xiên gà nướng-60,000|Cơm cá kho tộ-60,000|Cơm Đùi Gà Nướng-60,000|Cơm thịt kho hột vịt-60,000|Đá me-12,000|Cafe sữa đá-12,000", 08:00 - 21:00,,08:00:00,21:00:00,08:00:00,
Lotteria - Ebest,30000 - 88000,7.4,Nhà hàng,"Tầng 1 TTTM EBest Mall, Km12, Đường 32, Quận Bắc Từ Liêm, Hà Nội",3,"Thịt Gà, Gà rán, Hamburger, Cơm, Fastfood - Thức ăn nhanh", 07:30 - 22:30,1,0,1,thịt gà gà rán hamburger cơm fastfOd thức ăn nhanh combo sum vầy combo sum vầy combo sum vầy value burger gà thượng hạng burger gà thượng hạng combo burger gà thượng hạng gà tuyết vàng miếng gà tuyết vàng phần gà tuyết vàng miếng cơm gà sốt pepsi m,30000,88000,59000.0,"Combo Sum Vầy 1-139,000|Combo Sum Vầy 3-239,000|Combo Sum Vầy 2-179,000|Value Burger Gà Thượng Hạng-65,000|Burger Gà Thượng Hạng-35,000|Combo Burger Gà Thượng Hạng-55,000|Gà Tuyết Vàng 1 Miếng-39,000|Gà Tuyết Vàng Phần-95,000|Gà Tuyết Vàng 3 Miếng-115,000|Cơm Gà Sốt + Pepsi (M)-45,000", 07:30 - 22:30,,07:30:00,22:30:00,07:30:00,
Nhà Hàng 123 - Kim Mã,30000 - 55000,6.7,Nhà hàng,"365 Kim Mã, Quận Ba Đình, Hà Nội",113,"Cơm Chiên, Bún, Mì, Cháo, Cơm văn phòng, Cơm", 08:30 - 22:30,1,0,1,cơm chiên bún mì cháo cơm văn phòng cơm đùi gà sốt chua ngọt đùi gà nướng Bq chicken leg gà jămbông phômai ham chEse stuFed chicken breast đùi gà sốt cà ri Bq chicken leg cuRy sauce đùi gà sốt chanh Bq chicken leg lemon sauce đùi gà nướng với khoai tây rán Bq chicken leg fries ức gà sốt bơ chanh chicken breast lemon buTer sauce gà xiên nướng griLed chicken breast đùi gà sốt kem Bq chicken leg creamy sauce ức gà sốt chua ngọt chicken breast swEt sour sauce,30000,55000,42500.0,"Đùi Gà Sốt Chua Ngọt-90,000|**Đùi Gà Nướng** – BBQ Chicken Leg-90,000|Gà Jămbông Phômai (Ham & Cheese Stuffed Chicken Breast)-90,000|**Đùi Gà Sốt Cà Ri** – BBQ Chicken Leg, Curry Sauce-90,000|Đùi Gà Sốt Chanh – BBQ Chicken Leg, Lemon Sauce-90,000|Đùi Gà Nướng Với Khoai Tây Rán - BBQ Chicken Leg, Fries-90,000|Ức Gà Sốt Bơ Chanh – Chicken Breast, Lemon Butter Sauce-90,000|Gà Xiên Nướng – Grilled Chicken Breast-90,000|Đùi Gà Sốt Kem – BBQ Chicken Leg, Creamy Sauce-90,000|Ức Gà Sốt Chua Ngọt – Chicken Breast, Sweet & Sour Sauce-90,000", 08:30 - 22:30,,08:30:00,22:30:00,08:30:00,
CHUMcrv - Lẩu Thái - 46 Thợ Nhuộm,20000 - 400000,8.6,Café/Dessert,"46 Thợ Nhuộm, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",2,"Thịt Gà, Bún, Lẩu", 11:00 - 14:00 | 17:00 - 23:59,0,0,0,thịt gà bún lẩu gà ta luộc nửa con nem chua rán mỳ xào bò râu mực chiên giòn khoai tây chiên rau muống xào tỏi ngô chiên gân nem chiên xù gà rán mực trứng hấp,20000,400000,210000.0,"Gà ta luộc nửa con-250,000|Nem chua rán-90,000|Mỳ xào bò-80,000|Râu mực chiên giòn-130,000|Khoai  tây chiên-50,000|Rau muống xào tỏi-40,000|Ngô chiên-50,000|Gân nem chiên xù-90,000|Gà rán-150,000|Mực trứng hấp-130,000", 11:00 - 14:00 , 17:00 - 23:59,11:00:00,14:00:00,11:00:00,23:59:00
King BBQ - Vua Nướng Hàn Quốc - AEON Mall Long Biên,200000 - 400000,6.8,Nhà hàng,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",27,"Thịt Gà, Bò nướng, Thịt Heo, Thịt Bò, Hải sản", 08:00 - 21:30,1,0,1,thịt gà bò nướng thịt heo thịt bò hải sản combo nướng daegu combo nướng gwangju combo nướng incheon combo nướng busan combo nướng lẩu seoul,200000,400000,300000.0,"Combo Nướng Daegu-599,000|Combo Nướng Gwangju-899,000|Combo Nướng Incheon-399,000|Combo Nướng Busan-999,000|Combo Nướng - Lẩu Seoul-999,000", 08:00 - 21:30,,08:00:00,21:30:00,08:00:00,
Bánh Cuốn Đức Hạnh,30000 - 50000,8.7,Quán ăn,"B9 Ngõ 43 Phạm Ngọc Thạch, P. Kim Liên, Quận Đống Đa, Hà Nội",16,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 15:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn thịt chả bánh cuốn thịt bánh cuốn trứng chín bánh cuốn trứng lòng đào chả lụa phúc lộc bánh cuốn tôm bánh cuốn tôm chả bánh cuốn nhân hành khô chả nướng k xiên bánh cuốn chả nướng k,30000,50000,40000.0,"Bánh Cuốn Thịt Chả-30,000|Bánh Cuốn Thịt-25,000|Bánh Cuốn Trứng Chín-12,000|Bánh Cuốn Trứng Lòng Đào-12,000|Chả Lụa Phúc Lộc-8,000|Bánh Cuốn Tôm-40,000|Bánh Cuốn Tôm Chả-45,000|Bánh Cuốn Nhân Hành Khô-20,000|Chả Nướng 20 K /1 Xiên-20,000|Bánh Cuốn Chả Nướng 45 K-45,000", 06:00 - 15:00,,06:00:00,15:00:00,06:00:00,
Chàm Cafe - Thái Hà,30000 - 40000,9.1,Café/Dessert,"28 Ngõ Thái Hà, Quận Đống Đa, Hà Nội",2,"Café - Kem, Sinh tố - Nước ép, Thức uống", 08:00 - 22:00,0,0,1,café kem sinh tố nước ép thức uống điệp tằm kén coldbrew cam tơ hương mùa hè cold brew mơ mặn mòi cold brew quất trà mơ đào,30000,40000,35000.0,"Điệp-40,000|Tằm-40,000|Kén-40,000|Coldbrew cam-40,000|Tơ-40,000|Hương mùa hè-40,000|Cold Brew Mơ-45,000|Mặn Mòi-40,000|Cold Brew Quất-45,000|Trà Mơ Đào-40,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Phở Lý Quốc Sư - Thành Công,40000 - 100000,8.5,Quán ăn,"120B1 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",3,"Phở, Bánh mì, Bún, Thịt Bò, Món nước, Bánh - Kẹo", 05:00 - 14:00 | 15:00 - 22:00,1,0,1,phở bánh mì bún thịt bò món nước bánh kẹo phở tái chín phở chín phở bắp hoa phở tái phở tái nạm gầu phở tái gầu phở bắp nạm gầu phở sốt vang phở nạm gầu phở bắp gầu,40000,100000,70000.0,"Phở Tái Chín-55,000|Phở Chín-50,000|Phở Bắp Hoa-70,000|Phở Tái-50,000|Phở Tái Nạm Gầu-70,000|Phở Tái Gầu-60,000|Phở Bắp Nạm Gầu-80,000|Phở Sốt Vang-70,000|Phở Nạm Gầu-65,000|Phở Bắp Gầu-75,000", 05:00 - 14:00 , 15:00 - 22:00,05:00:00,14:00:00,05:00:00,22:00:00
Bánh Cuốn & Bún Chả Gia An - Trần Đăng Ninh,15000 - 50000,6.6,Quán ăn,"62 Trần Đăng Ninh, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",11,"Bánh ướt, Bún, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 15:30 - 21:00 | 06:00 - 13:30,1,0,0,bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân thịt chả viên bánh cuốn nhân thịt nem tôm bánh cuốn nhân thịt lạp xưởng bánh cuốn nhân thịt chả rán bánh cuốn nhân thịt bánh cuốn nhân thịt thịt nướng bánh cuốn nhân thịt ruốc tôm bánh cuốn nhân thịt chả tôm bánh cuốn nhân thịt chả mực bánh cuốn mượt chả rán,15000,50000,32500.0,"Bánh cuốn nhân thịt chả viên-64,000|Bánh cuốn nhân thịt nem tôm-74,000|Bánh Cuốn Nhân Thịt Lạp Xưởng-64,000|Bánh Cuốn Nhân Thịt Chả Rán-64,000|Bánh Cuốn Nhân Thịt-46,000|Bánh Cuốn Nhân Thịt Thịt Nướng-64,000|Bánh Cuốn Nhân Thịt Ruốc Tôm-64,000|Bánh Cuốn Nhân Thịt Chả Tôm-85,000|Bánh Cuốn Nhân Thịt Chả Mực-85,000|Bánh Cuốn Mượt Chả Rán-47,000", 15:30 - 21:00 , 06:00 - 13:30,15:30:00,21:00:00,15:30:00,13:30:00
Phở Oanh - Nguyễn Trường Tộ,30000 - 40000,7.0,Quán ăn,"113 Nguyễn Truờng Tộ, Quận Ba Đình, Hà Nội",4,"Phở, Món nước", 06:00 - 10:00,0,0,0,phở món nước phở bò tái chín phở bò tái nạm phở bò tái phở xào bò,30000,40000,35000.0,"Phở Bò Tái Chín-60,000|Phở Bò Tái Nạm-60,000|Phở Bò Tái-50,000|Phở Xào Bò-50,000", 06:00 - 10:00,,06:00:00,10:00:00,06:00:00,
Bánh Mì Tuhu Bread - Trần Quý Cáp,20000 - 30000,6.6,Quán ăn,"50 Trần Quý Cáp, P. Văn Miếu, Quận Đống Đa, Hà Nội",3,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 23:30,0,0,0,bánh mì bánh kẹo ăn vặt ăn nhẹ coca cola chỉ đ combo bánh thịt heo nướng coca cola combo bánh mì gà hawaI coca cola coca cola combo bánh mì thịt heo nướng coca cola combo bánh mì gà hawaI coca cola coca cola ô mai xí muội gr da heo tỏi ớt gr khô gà bơ tỏi gr,20000,30000,25000.0,"Coca-Cola chỉ 1Đ-1|Combo bánh thịt heo nướng + Coca-Cola-42,500|Combo Bánh mì gà hawaii + Coca-Cola-42,500|Coca-Cola-12,000|Combo 2 bánh mì  thịt heo nướng + 2 Coca-Cola -85,000|Combo 2 Bánh mì gà hawaii + 2 Coca-Cola-85,000|02 Coca-Cola-24,000|Ô mai xí muội - 250 gr-63,200|Da Heo Tỏi Ớt - 170 gr-52,800|Khô gà bơ tỏi - 200 gr-59,200", 06:00 - 23:30,,06:00:00,23:30:00,06:00:00,
Thuý Hạnh - Bánh Cuốn Đêm,30000 - 50000,8.3,Ăn vặt/vỉa hè,"15 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",2,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 18:00 - 04:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn chả quế bánh cuốn trứng bánh cuốn ruốc tôm thịt,30000,50000,40000.0,"Bánh Cuốn Chả Quế-35,000|Bánh Cuốn Trứng-15,000|Bánh Cuốn Ruốc Tôm, Thịt-55,000", 18:00 - 04:00,,18:00:00,04:00:00,18:00:00,
Bánh Cuốn Đêm - Tôn Đức Thắng,30000 - 50000,7.4,Ăn vặt/vỉa hè,"Cuối Ngõ 109 Tôn Đức Thắng, P. Hàng Bột, Quận Đống Đa, Hà Nội",1,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 21:00 - 23:59 | 00:01 - 04:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn miếng chả quế,30000,50000,40000.0,"Bánh cuốn + 4 miếng chả quế -50,000", 21:00 - 23:59 , 00:01 - 04:00,21:00:00,23:59:00,21:00:00,04:00:00
Ốc Ngon 22 - Hồ Văn Chương,25000 - 50000,8.1,Quán ăn,"Số 29 Hồ Văn Chương, P. Văn Chương, Quận Đống Đa, Hà Nội",2,"Tôm, Cua - Ghẹ, Hải sản, Cá, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Thức uống", 15:00 - 23:30,0,0,1,tôm cua ghẹ hải sản cá nghêu sò ốc mực ăn vặt ăn nhẹ thức uống ốc mít hấp sả ốc mít xào me ốc mít luộc mắm ớt ốc mít xào dừa ốc mít xào mắm tắc ốc nhỏ hấp sả ốc nhỏ luộc mắm ớt ốc nhỏ xào me ốc nhỏ xào dừa ốc nhỏ xào mắm tắc,25000,50000,37500.0,"Ốc mít hấp sả-65,000|Ốc mít xào me-75,000|Ốc mít luộc mắm ớt-70,000|Ốc mít xào dừa-75,000|Ốc mít xào mắm tắc-75,000|Ốc nhỏ hấp sả-40,000|Ốc nhỏ luộc mắm ớt-45,000|Ốc nhỏ xào me-45,000|Ốc nhỏ xào dừa-45,000|Ốc Nhỏ Xào Mắm Tắc-50,000", 15:00 - 23:30,,15:00:00,23:30:00,15:00:00,
Salavi - Bánh Mì Nướng Muối Ớt - Hàng Giầy,10000 - 20000,7.6,Ăn vặt/vỉa hè,"1 Hàng Giầy, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",45,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 16:30 - 22:00,0,0,0,bánh mì bánh kẹo ăn vặt ăn nhẹ nem cá bò viên bánh mì nướng muối ớt thịt xiên nướng xiên trứng bánh mì bơ mật ong xúc xích trà sâm dứa trà đào trà quất trà chanh,10000,20000,15000.0,"Bánh Mì Nướng Muối Ớt-28,000|Thịt Xiên Nướng-14,000|Xiên Trứng-7,000|Bánh Mì Bơ Mật Ong-14,000|Xúc Xích-12,000|Trà Sâm Dứa-7,000|Trà Đào-23,000|Trà quất-23,000|Trà chanh-23,000", 16:30 - 22:00,,16:30:00,22:00:00,16:30:00,
Chè Ngon Truyền Thống - Tô Hiệu,10000 - 28000,6.6,Ăn vặt/vỉa hè,"295 Tô Hiệu, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",12,"Chè, Ăn vặt - Ăn nhẹ, Cá/bò viên", 10:00 - 23:00,0,0,0,chè ăn vặt ăn nhẹ cá bò viên chè thái sầu riêng chè thái bưởi chè thái khoai dẻo chè thái mít trân châu chè thái caramen chè thái thập cẩm sầu riêng chè thái trân châu trôi tàu nóng chè thái đậu đỏ chè thái dừa non lá dứa,10000,28000,19000.0,"Chè Thái Sầu Riêng-34,000|Chè Thái Bưởi-25,000|Chè thái khoai dẻo-25,000|Chè Thái Mít Trân Châu-30,000|Chè Thái Caramen-34,000|Chè thái thập cẩm sầu riêng-34,000|Chè Thái Trân Châu-25,000|trôi tàu nóng-25,000|Chè Thái Đậu Đỏ-25,000|Chè thái dừa non lá dứa-30,000", 10:00 - 23:00,,10:00:00,23:00:00,10:00:00,
Chè Ngon Hà Nội - 297 Tô Hiệu,15000 - 20000,6.9,Ăn vặt/vỉa hè,"297 Tô Hiệu, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",57,"Chè, Ăn vặt - Ăn nhẹ", 09:30 - 23:00,0,0,0,chè ăn vặt ăn nhẹ chè thập cẩm chè khúc bạch trà xanh nhãn chè thái sầu riêng chè caramen thập cẩm chè bưởi chè thái thập cẩm chè dừa non chè thái sương sa hạt lựu chè thái bưởi chè khúc bạch caramen,15000,20000,17500.0,"Chè Thập Cẩm-25,000|Chè Khúc Bạch Trà Xanh, Nhãn-30,000|Chè Thái Sầu Riêng-35,000|Chè Caramen Thập Cẩm-33,000|Chè Bưởi-25,000|Chè Thái Thập Cẩm-30,000|Chè Dừa Non-28,000|Chè Thái Sương Sa Hạt Lựu-25,000|Chè Thái Bưởi-25,000|Chè Khúc Bạch Caramen-40,000", 09:30 - 23:00,,09:30:00,23:00:00,09:30:00,
Vua Chả Cá - Nguyễn Thị Định,100000 - 300000,6.4,Nhà hàng,"48 Nguyễn Thị Định, P. Trung Hoà, Quận Cầu Giấy, Hà Nội",33,"Hải sản, Chè, Cá, Salad", 11:00 - 23:00,0,0,1,hải sản chè cá salad combo chả cá combo chả cá combo đặc biệt combo đặc biệt combo đặc biệt combo chả cá chả cá lăng đặc biệt lòng cá lăng đặc biệt chè bưởi đặc biệt lòng cá,100000,300000,200000.0,"COMBO 1 Chả Cá-449,900|COMBO 2 Chả Cá-977,900|COMBO 1 Đặc Biệt-625,900|COMBO 2 Đặc Biệt-1,021,900|COMBO 3 Đặc Biệt-1,560,900|COMBO 3 Chả Cá-1,362,900|Chả Cá Lăng Đặc Biệt-185,900|Lòng Cá Lăng Đặc Biệt-163,900|Chè Bưởi Đặc Biệt-27,500|Lòng Cá-141,900", 11:00 - 23:00,,11:00:00,23:00:00,11:00:00,
Mạnh Đức - Phở & Cơm Văn Phòng,20000 - 50000,8.0,Quán ăn,"23/8 Ngõ 379 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội",10,"Phở, Bún, Mì, Món nước, Miến, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Nem, Cá/bò viên", 07:30 - 21:00,0,0,0,phở bún mì món nước miến cơm văn phòng ăn vặt ăn nhẹ cơm nem cá bò viên nem chua rán phô mai que khoai môn lệ phố c bánh bao chiên trứng lộn ngải cứu quả trứng vịt lộn quả khoai lang kén khoai lang chiên khoai tây lắc khoai tây chiên,20000,50000,35000.0,"Nem Chua Rán-5,000|Phô mai que-7,000|Khoai môn lệ phố/c-5,000|Bánh bao chiên-3,000|Trứng Lộn Ngải Cứu 2 Quả-20,000|Trứng Vịt Lộn 2 Quả-16,000|Khoai Lang Kén-25,000|Khoai lang chiên-25,000|Khoai tây lắc-25,000|Khoai tây chiên-25,000", 07:30 - 21:00,,07:30:00,21:00:00,07:30:00,
STEAM BOX - Nhà Hàng Hấp Việt - Nguyễn Thị Định,150000 - 500000,8.2,Quán ăn,"25 Nguyễn Thị Định, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",4,"Tôm, Thịt Dê, Bò nướng, Bồ Câu, Heo rừng/mọi, Thịt Bò, Hải sản, Sườn nướng, Bê thui, Lẩu, Cá, Nghêu - Sò - Ốc , Đà điểu", 09:00 - 23:00,1,0,1,tôm thịt dê bò nướng bồ câu heo rừng mọi thịt bò hải sản sườn nướng bê thui lẩu cá nghêu sò ốc đà điểu salad tôm xoài xanh súp hải sản súp cua ngô kem nộm dê hoa chuối dưa muối salad cà chua dưa chuột kimchi hàn quốc nộm sứa hoa chuối xoài xanh salad cá ngừ nhật bản cơm rang hải sản,150000,500000,325000.0,"Salad Tôm Xoài Xanh-97,900|Súp Hải Sản-44,000|Súp Cua Ngô Kem-44,000|Nộm Dê Hoa Chuối-97,900|Dưa Muối-27,500|Salad Cà Chua Dưa Chuột-75,900|Kimchi Hàn Quốc-27,500|Nộm Sứa Hoa Chuối Xoài Xanh-97,900|Salad Cá Ngừ Nhật Bản-86,900|Cơm Rang Hải Sản-132,000", 09:00 - 23:00,,09:00:00,23:00:00,09:00:00,
Bún Chả Cầu Đen - Hà Đông,25000 - 50000,6.6,Quán ăn,"22 Tô Hiệu, Quận Hà Đông, Hà Nội",22,"Đậu hũ, Bún, Ăn vặt - Ăn nhẹ, Cơm, Nem", 06:00 - 21:00,1,0,1,đậu hũ bún ăn vặt ăn nhẹ cơm nem bún chả nem rán thịt nướng bún nem cơm cá tộ cơm thịt lợn cơm tự chọn cơm bò cơm gà đậu phụ chiên giòn k,25000,50000,37500.0,"Bún Chả-43,000|Nem Rán-12,000|Thịt nướng-43,000|Bún nem-43,000|Cơm Cá Tộ-43,000|Cơm thịt lợn-43,000|Cơm tự chọn-43,000|Cơm bò-43,000|Cơm gà-43,000|Đậu Phụ Chiên Giòn 10k-10,000", 06:00 - 21:00,,06:00:00,21:00:00,06:00:00,
NemZone - Nem Nướng Ngon Lạ,55000 - 299000,7.7,Quán ăn,"18 Ngõ 266 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội",14,"Ăn vặt - Ăn nhẹ, Nem", 09:00 - 18:00,1,0,1,ăn vặt ăn nhẹ nem túi nem que tự nướng hoặc rán tại nhà túi tổng hợp vị tự nướng hoặc rán tại nhà túi nem phomai tự nướng hoặc rán tại nhà túi nem nấm tự nướng hoặc rán tại nhà phí nướng sẵn túi cánh gà nướng tự nướng hoặc rán tại nhà túi nem tôm tự nướng hoặc rán tại nhà túi nem cua tự nướng hoặc rán tại nhà túi nem chuối tự nướng hoặc rán tại nhà túi nem xôi tự nướng hoặc rán tại nhà,55000,299000,177000.0,"Túi Nem Que(tự nướng hoặc rán tại nhà)-95,000|Túi tổng hợp 6 vị(tự nướng hoặc rán tại nhà)-199,000|Túi Nem  Phomai (tự nướng hoặc rán tại nhà)-135,000|Túi Nem Nấm (tự nướng hoặc rán tại nhà)-130,000|phí nướng sẵn-10,000|Túi cánh gà nướng(tự nướng hoặc rán tại nhà)-165,000|Túi nem Tôm(tự nướng hoặc rán tại nhà)-195,000|Túi Nem Cua (tự nướng hoặc rán tại nhà)-135,000|Túi Nem chuối (tự nướng hoặc rán tại nhà)-85,000|Túi Nem xôi(tự nướng hoặc rán tại nhà)-90,000", 09:00 - 18:00,,09:00:00,18:00:00,09:00:00,
